stem,race_id,距離,馬場種別,馬場,天候,頭数,レース名,等級
2026-05-02_東京11R_京王杯SC,202605020311,1400,芝,良,晴,18,京王杯SC,
2026-05-02_東京12R_4歳以上2勝クラス,202605020312,1600,ダ,稍,晴,14,4歳以上2勝クラス,
2026-05-03_京都09R_六波羅特別,202608030409,1800,ダ,稍,曇,9,六波羅特別,
2026-05-03_京都10R_朱雀S,202608030410,1200,芝,良,曇,18,朱雀S,
2026-05-03_京都11R_天皇賞(春),202608030411,3200,芝,良,小雨,15,天皇賞(春),
2026-05-03_京都12R_東大路S,202608030412,1400,ダ,稍,小雨,16,東大路S,
2026-05-03_新潟10R_邁進特別,202604010210,1000,芝,良,曇,16,邁進特別,
2026-05-03_新潟11R_越後S,202604010211,1200,ダ,稍,曇,15,越後S,
2026-05-03_新潟12R_4歳以上1勝クラス,202604010212,1200,ダ,稍,曇,15,4歳以上1勝クラス,
2026-05-03_東京09R_府中S,202605020409,2000,芝,良,晴,18,府中S,
2026-05-03_東京10R_ブリリアントS,202605020410,2100,ダ,稍,晴,16,ブリリアントS,
2026-05-03_東京11R_プリンシパルS,202605020411,2000,芝,良,晴,15,プリンシパルS,
2026-05-03_東京12R_4歳以上2勝クラス,202605020412,1300,ダ,稍,曇,13,4歳以上2勝クラス,
2026-05-09_京都09R_久御山特別,202608030509,1600,芝,良,晴,11,久御山特別,
2026-05-09_京都10R_鴨川特別,202608030510,2000,芝,良,晴,8,鴨川特別,
2026-05-09_京都11R_京都新聞杯,202608030511,2200,芝,良,晴,16,京都新聞杯,
2026-05-09_京都12R_4歳以上2勝クラス,202608030512,1800,ダ,良,晴,13,4歳以上2勝クラス,
2026-05-09_新潟09R_ゆきつばき賞,202604010309,1200,芝,良,晴,14,ゆきつばき賞,
2026-05-09_新潟10R_粟島特別,202604010310,1800,芝,良,晴,13,粟島特別,
2026-05-09_新潟11R_駿風S,202604010311,1000,芝,良,晴,16,駿風S,
2026-05-09_新潟12R_4歳以上1勝クラス,202604010312,1800,ダ,稍,晴,12,4歳以上1勝クラス,
2026-05-09_東京09R_分倍河原S,202605020509,1600,芝,良,晴,12,分倍河原S,
2026-05-09_東京10R_青竜S,202605020510,1600,ダ,良,晴,15,青竜S,
2026-05-09_東京11R_エプソムC,202605020511,1800,芝,良,晴,17,エプソムC,
2026-05-09_東京12R_4歳以上2勝クラス,202605020512,1400,ダ,良,晴,16,4歳以上2勝クラス,
2026-05-10_京都09R_烏丸S,202608030609,2400,芝,良,晴,13,烏丸S,
2026-05-10_京都10R_橘S,202608030610,1400,芝,良,晴,11,橘S,
2026-05-10_京都11R_平城京S,202608030611,1800,ダ,良,晴,16,平城京S,
2026-05-10_京都12R_4歳以上2勝クラス,202608030612,1400,ダ,良,晴,14,4歳以上2勝クラス,
2026-05-10_新潟09R_荒川峡特別,202604010409,2400,芝,良,晴,14,荒川峡特別,
2026-05-10_新潟10R_五泉特別,202604010410,1800,ダ,良,晴,14,五泉特別,
2026-05-10_新潟12R_4歳以上1勝クラス,202604010412,1200,芝,良,晴,13,4歳以上1勝クラス,
2026-05-10_東京09R_日吉特別,202605020609,2100,ダ,良,晴,9,日吉特別,
2026-05-10_東京10R_メトロポリタンS,202605020610,2400,芝,良,晴,12,メトロポリタンS,
2026-05-10_東京11R_NHKマイルC,202605020611,1600,芝,良,晴,18,NHKマイルC,
2026-05-10_東京12R_立夏S,202605020612,1600,ダ,良,晴,15,立夏S,
2026-05-16_京都09R_あずさ賞,202608030709,2000,芝,良,晴,10,あずさ賞,
2026-05-16_京都10R_上賀茂S,202608030710,1900,ダ,良,晴,15,上賀茂S,
2026-05-16_京都11R_鞍馬S,202608030711,1200,芝,良,晴,16,鞍馬S,
2026-05-16_京都12R_4歳以上2勝クラス,202608030712,1200,ダ,良,晴,15,4歳以上2勝クラス,
2026-05-16_新潟09R_石打特別,202604010509,1800,芝,良,晴,16,石打特別,
2026-05-16_新潟10R_中ノ岳特別,202604010510,1800,ダ,良,晴,9,中ノ岳特別,
2026-05-16_新潟11R_新潟大賞典,202604010511,2000,芝,良,晴,15,新潟大賞典,
2026-05-16_新潟12R_4歳以上1勝クラス,202604010512,1400,芝,良,晴,16,4歳以上1勝クラス,
2026-05-16_東京09R_調布特別,202605020709,1800,芝,良,晴,9,調布特別,
2026-05-16_東京10R_立川特別,202605020710,1400,ダ,良,晴,12,立川特別,
2026-05-16_東京11R_六社S,202605020711,2400,芝,良,晴,15,六社S,
2026-05-16_東京12R_4歳以上1勝クラス,202605020712,1600,ダ,良,晴,14,4歳以上1勝クラス,
2026-05-17_京都09R_白川特別,202608030809,2400,芝,良,晴,10,白川特別,
2026-05-17_京都10R_錦S,202608030810,1600,芝,良,晴,13,錦S,
2026-05-17_京都11R_栗東S,202608030811,1400,ダ,良,晴,16,栗東S,
2026-05-17_京都12R_4歳以上2勝クラス,202608030812,1400,芝,良,晴,13,4歳以上2勝クラス,
2026-05-17_新潟09R_飛竜特別,202604010609,1000,芝,良,晴,16,飛竜特別,
2026-05-17_新潟10R_信濃川特別,202604010610,2000,芝,良,晴,16,信濃川特別,
2026-05-17_新潟11R_弥彦S,202604010611,1800,芝,良,晴,16,弥彦S,
2026-05-17_新潟12R_4歳以上1勝クラス,202604010612,1200,ダ,良,晴,11,4歳以上1勝クラス,
2026-05-17_東京09R_テレ玉杯,202605020809,1600,芝,良,晴,12,テレ玉杯,
2026-05-17_東京10R_青梅特別,202605020810,1600,ダ,良,晴,15,青梅特別,
2026-05-17_東京11R_ヴィクトリアマイル,202605020811,1600,芝,良,晴,18,ヴィクトリアマイル,
2026-05-17_東京12R_BSイレブン賞,202605020812,1400,ダ,良,晴,16,BSイレブン賞,
2026-05-23_京都09R_メルボルンT,202608030909,1600,芝,良,曇,11,メルボルンT,
2026-05-23_京都10R_シドニーT,202608030910,2000,芝,良,曇,16,シドニーT,
2026-05-23_京都11R_平安S,202608030911,1900,ダ,稍,曇,16,平安S,
2026-05-23_京都12R_オーストラリアT,202608030912,1400,ダ,稍,曇,14,オーストラリアT,
2026-05-23_新潟09R_はやぶさ賞,202604010709,1000,芝,稍,晴,16,はやぶさ賞,
2026-05-23_新潟10R_尖閣湾特別,202604010710,2000,芝,稍,晴,15,尖閣湾特別,
2026-05-23_新潟11R_大日岳特別,202604010711,1200,芝,稍,晴,16,大日岳特別,
2026-05-23_新潟12R_4歳以上1勝クラス,202604010712,1200,ダ,稍,晴,15,4歳以上1勝クラス,
2026-05-23_東京09R_カーネーションC,202605020909,1800,芝,良,曇,12,カーネーションC,
2026-05-23_東京10R_高尾特別,202605020910,1400,芝,良,曇,16,高尾特別,
2026-05-23_東京11R_欅S,202605020911,1400,ダ,稍,曇,16,欅S,
2026-05-23_東京12R_4歳以上2勝クラス,202605020912,1600,ダ,稍,曇,16,4歳以上2勝クラス,
2026-05-24_京都09R_聖護院特別,202608031009,1800,芝,良,晴,11,聖護院特別,
2026-05-24_京都10R_高瀬川S,202608031010,1200,ダ,良,晴,14,高瀬川S,
2026-05-24_京都11R_都大路S,202608031011,1800,芝,良,晴,13,都大路S,
2026-05-24_京都12R_4歳以上1勝クラス,202608031012,1400,ダ,良,晴,16,4歳以上1勝クラス,
2026-05-24_新潟09R_二王子特別,202604010809,1800,芝,稍,曇,14,二王子特別,
2026-05-24_新潟10R_火打山特別,202604010810,1200,ダ,稍,曇,15,火打山特別,
2026-05-24_新潟11R_韋駄天S,202604010811,1000,芝,稍,曇,16,韋駄天S,
2026-05-24_新潟12R_4歳以上1勝クラス,202604010812,1800,ダ,稍,曇,15,4歳以上1勝クラス,
2026-05-24_東京09R_国分寺特別,202605021009,1800,芝,良,曇,12,国分寺特別,
2026-05-24_東京10R_フリーウェイS,202605021010,1400,芝,良,曇,14,フリーウェイS,
2026-05-24_東京11R_オークス,202605021011,2400,芝,良,曇,18,オークス,
2026-05-24_東京12R_丹沢S,202605021012,2100,ダ,稍,曇,16,丹沢S,
2026-05-30_京都10R_桃山S,202608031110,1800,ダ,良,晴,16,桃山S,
2026-05-30_京都11R_葵S,202608031111,1200,芝,良,晴,16,葵S,
2026-05-30_京都12R_4歳以上2勝クラス,202608031112,1200,ダ,良,晴,16,4歳以上2勝クラス,
2026-05-30_東京09R_富嶽賞,202605021109,1400,ダ,良,晴,16,富嶽賞,
2026-05-30_東京10R_葉山特別,202605021110,1600,芝,良,晴,11,葉山特別,
2026-05-30_東京11R_アハルテケS,202605021111,1600,ダ,良,晴,16,アハルテケS,
2026-05-30_東京12R_4歳以上2勝クラス,202605021112,2100,ダ,良,晴,16,4歳以上2勝クラス,
2026-05-31_京都09R_與杼特別,202608031209,1800,ダ,良,晴,11,與杼特別,
2026-05-31_京都10R_安土城S,202608031210,1400,芝,良,晴,17,安土城S,
2026-05-31_京都11R_白百合S,202608031211,1800,芝,良,晴,9,白百合S,
2026-05-31_京都12R_渡月橋S,202608031212,1400,芝,良,晴,18,渡月橋S,
2026-05-31_東京10R_むらさき賞,202605021210,1800,芝,良,晴,18,むらさき賞,
2026-05-31_東京11R_日本ダービー,202605021211,2400,芝,良,晴,18,日本ダービー,
2026-05-31_東京12R_目黒記念,202605021212,2500,芝,良,晴,14,目黒記念,
2026-06-06_東京09R_稲城特別,202605030109,2400,芝,良,晴,12,稲城特別,
2026-06-06_東京10R_テレビ山梨杯,202605030110,1400,芝,良,晴,17,テレビ山梨杯,
2026-06-06_東京11R_麦秋S,202605030111,1400,ダ,良,晴,16,麦秋S,
2026-06-06_東京12R_3歳以上1勝クラス,202605030112,1600,ダ,良,晴,16,3歳以上1勝クラス,
2026-06-06_阪神09R_城崎特別,202609030109,1800,芝,良,晴,9,城崎特別,
2026-06-06_阪神10R_加古川特別,202609030110,1800,ダ,良,晴,12,加古川特別,
2026-06-06_阪神11R_垂水S,202609030111,2000,芝,良,晴,11,垂水S,
2026-06-06_阪神12R_3歳以上1勝クラス,202609030112,1400,ダ,良,晴,16,3歳以上1勝クラス,
2026-06-07_東京09R_香港ジョッキークラブT,202605030209,2000,芝,良,曇,8,香港ジョッキークラブT,
2026-06-07_東京10R_八王子特別,202605030210,1400,ダ,良,曇,16,八王子特別,
2026-06-07_東京11R_安田記念,202605030211,1600,芝,良,曇,17,安田記念,
2026-06-07_東京12R_小金井特別,202605030212,1600,ダ,良,曇,16,小金井特別,
2026-06-07_阪神09R_洲本特別,202609030209,1400,ダ,稍,雨,16,洲本特別,
2026-06-07_阪神10R_三木特別,202609030210,1800,芝,稍,雨,9,三木特別,
2026-06-07_阪神11R_水無月S,202609030211,1200,ダ,稍,小雨,16,水無月S,
2026-06-07_阪神12R_3歳以上1勝クラス,202609030212,1800,ダ,稍,小雨,12,3歳以上1勝クラス,
2026-06-13_函館09R_奥尻特別,202602010109,2000,芝,稍,晴,11,奥尻特別,
2026-06-13_函館10R_松前特別,202602010110,1800,芝,稍,晴,16,松前特別,
2026-06-13_函館11R_函館スプリントS,202602010111,1200,芝,稍,晴,13,函館スプリントS,
2026-06-13_函館12R_3歳以上1勝クラス,202602010112,1700,ダ,稍,晴,12,3歳以上1勝クラス,
2026-06-13_東京09R_日野特別,202605030309,2100,ダ,稍,晴,14,日野特別,
2026-06-13_東京10R_夏至S,202605030310,1600,ダ,稍,晴,16,夏至S,
2026-06-13_東京11R_ジューンS,202605030311,1800,芝,良,晴,13,ジューンS,
2026-06-13_東京12R_3歳以上1勝クラス,202605030312,1400,ダ,稍,晴,16,3歳以上1勝クラス,
2026-06-13_阪神09R_三田特別,202609030309,2200,芝,良,晴,9,三田特別,
2026-06-13_阪神10R_安芸特別,202609030310,1200,ダ,良,晴,16,安芸特別,
2026-06-13_阪神11R_三宮S,202609030311,1800,ダ,良,晴,16,三宮S,
2026-06-13_阪神12R_3歳以上1勝クラス,202609030312,1200,芝,良,晴,14,3歳以上1勝クラス,
2026-06-14_函館09R_八雲特別,202602010209,1800,芝,良,晴,10,八雲特別,
2026-06-14_函館11R_函館日刊スポーツ杯,202602010211,1200,芝,良,晴,16,函館日刊スポーツ杯,
2026-06-14_函館12R_3歳以上1勝クラス,202602010212,1700,ダ,良,晴,10,3歳以上1勝クラス,
2026-06-14_東京09R_芦ノ湖特別,202605030409,1600,芝,良,曇,11,芦ノ湖特別,
2026-06-14_東京10R_江の島S,202605030410,2400,芝,良,曇,14,江の島S,
2026-06-14_東京11R_パラダイスS,202605030411,1400,芝,良,曇,14,パラダイスS,
2026-06-14_東京12R_3歳以上2勝クラス,202605030412,1600,ダ,稍,曇,12,3歳以上2勝クラス,
2026-06-14_阪神09R_武庫川特別,202609030409,1200,芝,良,曇,14,武庫川特別,
2026-06-14_阪神10R_花のみちS,202609030410,1600,芝,良,曇,14,花のみちS,
2026-06-14_阪神11R_宝塚記念,202609030411,2200,芝,重,雨,18,宝塚記念,
2026-06-14_阪神12R_リボン賞,202609030412,1200,ダ,重,曇,16,リボン賞,
2026-06-20_函館09R_下北半島特別,202602010309,1200,芝,良,晴,12,下北半島特別,
2026-06-20_函館10R_駒ケ岳特別,202602010310,2600,芝,良,曇,8,駒ケ岳特別,
2026-06-20_函館11R_STV杯,202602010311,1200,芝,良,曇,16,STV杯,
2026-06-20_函館12R_3歳以上1勝クラス,202602010312,1700,ダ,良,曇,11,3歳以上1勝クラス,
2026-06-20_東京09R_町田特別,202605030509,2400,芝,稍,雨,10,町田特別,
2026-06-20_東京10R_相模湖特別,202605030510,1400,芝,稍,雨,14,相模湖特別,
2026-06-20_東京11R_スレイプニルS,202605030511,2100,ダ,不,雨,15,スレイプニルS,
2026-06-20_東京12R_3歳以上1勝クラス,202605030512,1600,ダ,不,雨,16,3歳以上1勝クラス,
2026-06-20_阪神09R_舞子特別,202609030509,1600,芝,稍,雨,10,舞子特別,
2026-06-20_阪神10R_ストークS,202609030510,2200,芝,重,雨,18,ストークS,
2026-06-20_阪神11R_天保山S,202609030511,1400,ダ,重,雨,15,天保山S,
2026-06-20_阪神12R_3歳以上1勝クラス,202609030512,1600,芝,重,雨,18,3歳以上1勝クラス,
2026-06-21_函館09R_遊楽部特別,202602010409,2000,芝,良,小雨,12,遊楽部特別,
2026-06-21_函館10R_檜山特別,202602010410,1700,ダ,良,小雨,9,檜山特別,
2026-06-21_函館11R_UHB杯,202602010411,1200,芝,良,小雨,15,UHB杯,
2026-06-21_函館12R_3歳以上1勝クラス,202602010412,1800,芝,良,小雨,10,3歳以上1勝クラス,
2026-06-21_東京09R_甲州街道特別,202605030609,1400,ダ,重,曇,16,甲州街道特別,
2026-06-21_東京10R_多摩川S,202605030610,1400,芝,稍,曇,16,多摩川S,
2026-06-21_東京11R_府中牝馬S,202605030611,1800,芝,稍,曇,16,府中牝馬S,
2026-06-21_東京12R_3歳以上1勝クラス,202605030612,1400,ダ,重,曇,16,3歳以上1勝クラス,
2026-06-21_阪神09R_高砂特別,202609030609,2000,芝,稍,晴,7,高砂特別,
2026-06-21_阪神10R_姫路S,202609030610,1800,ダ,重,晴,16,姫路S,
2026-06-21_阪神11R_しらさぎS,202609030611,1600,芝,稍,晴,18,しらさぎS,
2026-06-21_阪神12R_3歳以上2勝クラス,202609030612,1800,ダ,重,晴,13,3歳以上2勝クラス,
2026-06-27_函館09R_長万部特別,202602010509,1200,芝,稍,晴,9,長万部特別,
2026-06-27_函館10R_洞爺湖特別,202602010510,2000,芝,稍,晴,11,洞爺湖特別,
2026-06-27_函館11R_青函S,202602010511,1200,芝,稍,晴,14,青函S,OP
2026-06-27_函館12R_3歳以上1勝クラス,202602010512,1700,ダ,重,晴,10,3歳以上1勝クラス,
2026-06-27_小倉09R_八代特別,202610020109,2000,芝,稍,曇,8,八代特別,
2026-06-27_小倉10R_宗像特別,202610020110,1200,芝,稍,曇,13,宗像特別,
2026-06-27_小倉11R_薩摩S,202610020111,1700,ダ,重,曇,15,薩摩S,
2026-06-27_小倉12R_3歳以上1勝クラス,202610020112,1200,芝,稍,曇,8,3歳以上1勝クラス,
2026-06-27_福島09R_さくらんぼ特別,202603020109,1150,ダ,稍,晴,16,さくらんぼ特別,
2026-06-27_福島10R_いわき特別,202603020110,1700,ダ,稍,晴,11,いわき特別,
2026-06-27_福島11R_バーデンバーデンC,202603020111,2000,芝,良,晴,9,バーデンバーデンC,
2026-06-28_函館09R_臥牛山特別,202602010609,1800,芝,良,晴,10,臥牛山特別,
2026-06-28_函館10R_渡島特別,202602010610,1700,ダ,稍,晴,11,渡島特別,
2026-06-28_函館11R_函館記念,202602010611,2000,芝,良,晴,15,函館記念,
2026-06-28_函館12R_湯の川温泉特別,202602010612,1200,芝,良,晴,14,湯の川温泉特別,
2026-06-28_小倉09R_帆柱山特別,202610020209,2600,芝,良,晴,8,帆柱山特別,
2026-06-28_小倉10R_西部日刊スポーツ杯,202610020210,1700,ダ,稍,晴,16,西部日刊スポーツ杯,
2026-06-28_小倉11R_紫川S,202610020211,1200,芝,良,晴,8,紫川S,
2026-06-28_小倉12R_3歳以上1勝クラス,202610020212,1700,ダ,稍,晴,16,3歳以上1勝クラス,
2026-06-28_福島10R_鶴ケ城S,202603020210,1700,ダ,良,晴,11,鶴ケ城S,
2026-06-28_福島11R_ラジオNIKKEI賞,202603020211,1800,芝,良,晴,16,ラジオNIKKEI賞,
2026-06-28_福島12R_3歳以上1勝クラス,202603020212,1150,ダ,良,晴,14,3歳以上1勝クラス,
2026-07-04_函館09R_恵山特別,202602010709,1800,芝,良,晴,9,恵山特別,
2026-07-04_函館10R_竜飛崎特別,202602010710,1700,ダ,良,晴,14,竜飛崎特別,
2026-07-04_函館11R_TVh杯,202602010711,1200,芝,良,晴,16,TVh杯,
2026-07-04_函館12R_3歳以上1勝クラス,202602010712,1700,ダ,良,晴,7,3歳以上1勝クラス,
2026-07-04_小倉09R_小郡特別,202610020309,1200,芝,稍,曇,12,小郡特別,
2026-07-04_小倉10R_雲仙特別,202610020310,1000,ダ,不,曇,12,雲仙特別,
2026-07-04_小倉11R_博多S,202610020311,1800,芝,稍,曇,14,博多S,
2026-07-04_小倉12R_3歳以上1勝クラス,202610020312,1200,芝,稍,曇,12,3歳以上1勝クラス,
2026-07-04_福島09R_伊達特別,202603020309,2000,芝,良,晴,10,伊達特別,
2026-07-04_福島10R_横手特別,202603020310,1700,ダ,稍,晴,10,横手特別,
2026-07-04_福島11R_TUF杯,202603020311,1150,ダ,稍,晴,10,TUF杯,
2026-07-04_福島12R_3歳以上1勝クラス,202603020312,1200,芝,良,晴,16,3歳以上1勝クラス,
2026-07-05_函館09R_立待岬特別,202602010809,1200,芝,良,曇,16,立待岬特別,
2026-07-05_函館10R_横津岳特別,202602010810,2600,芝,良,曇,11,横津岳特別,
2026-07-05_函館12R_3歳以上1勝クラス,202602010812,1200,芝,良,曇,10,3歳以上1勝クラス,
2026-07-05_小倉09R_青島特別,202610020409,1800,芝,重,曇,8,青島特別,
2026-07-05_小倉10R_九州スポーツ杯,202610020410,1700,ダ,不,曇,16,九州スポーツ杯,
2026-07-05_小倉11R_北九州記念,202610020411,1200,芝,重,小雨,13,北九州記念,
2026-07-05_小倉12R_3歳以上1勝クラス,202610020412,1700,ダ,不,小雨,16,3歳以上1勝クラス,
2026-07-05_福島09R_郡山特別,202603020409,1200,芝,良,曇,16,郡山特別,
2026-07-05_福島10R_白河特別,202603020410,1800,芝,良,曇,12,白河特別,
2026-07-05_福島11R_ジュライS,202603020411,1700,ダ,良,曇,15,ジュライS,
2026-07-05_福島12R_3歳以上1勝クラス,202603020412,1150,ダ,良,曇,15,3歳以上1勝クラス,
2026-07-11_函館09R_北斗特別,202602010909,2000,芝,稍,曇,10,北斗特別,
2026-07-11_函館10R_HTB杯,202602010910,1200,芝,稍,曇,14,HTB杯,
2026-07-11_函館11R_五稜郭S,202602010911,1800,芝,稍,曇,13,五稜郭S,
2026-07-11_小倉09R_英彦山特別,202610020509,2600,芝,良,晴,11,英彦山特別,
2026-07-11_小倉10R_耶馬渓特別,202610020510,1200,芝,良,晴,18,耶馬渓特別,
2026-07-11_小倉11R_釜山S,202610020511,1000,ダ,良,晴,11,釜山S,
2026-07-11_小倉12R_3歳以上1勝クラス,202610020512,1200,芝,良,晴,16,3歳以上1勝クラス,
2026-07-11_福島09R_信夫山特別,202603020509,2600,芝,良,曇,15,信夫山特別,
2026-07-11_福島10R_会津S,202603020510,1200,芝,良,曇,9,会津S,
2026-07-11_福島11R_安達太良S,202603020511,1200,芝,良,曇,9,安達太良S,
2026-07-12_函館09R_北海HC,202602011009,1800,芝,重,雨,14,北海HC,
2026-07-12_函館10R_噴火湾特別,202602011010,1000,ダ,不,雨,12,噴火湾特別,
2026-07-12_函館11R_巴賞,202602011011,1800,芝,重,雨,14,巴賞,
