stem,race_id,距離,馬場種別,馬場,天候,頭数,レース名,等級
2026-01-24_京都06R_3歳未勝利,202608010806,1400,芝,良,晴,17,3歳未勝利,
2026-01-24_京都07R_4歳以上1勝クラス,202608010807,1800,ダ,良,晴,11,4歳以上1勝クラス,
2026-01-24_京都08R_4歳以上2勝クラス,202608010808,1200,ダ,良,晴,15,4歳以上2勝クラス,
2026-01-25_京都01R_3歳未勝利,202608010901,1800,ダ,良,晴,11,3歳未勝利,
2026-01-25_京都02R_3歳未勝利,202608010902,1900,ダ,良,晴,16,3歳未勝利,
2026-01-25_京都03R_3歳未勝利,202608010903,1400,ダ,良,晴,12,3歳未勝利,
2026-01-25_京都04R_3歳未勝利,202608010904,1400,ダ,良,晴,10,3歳未勝利,
2026-01-25_京都05R_3歳新馬,202608010905,1600,芝,良,晴,18,3歳新馬,
2026-01-25_京都06R_4歳以上1勝クラス,202608010906,1200,ダ,良,晴,16,4歳以上1勝クラス,
2026-01-25_京都07R_4歳以上2勝クラス,202608010907,2000,芝,良,晴,10,4歳以上2勝クラス,
2026-01-25_京都08R_4歳以上2勝クラス,202608010908,1800,ダ,良,晴,10,4歳以上2勝クラス,
2026-01-25_京都09R_河津桜賞,202608010909,1600,芝,良,晴,9,河津桜賞,
2026-01-25_京都10R_山城S,202608010910,1400,芝,良,晴,18,山城S,
2026-01-25_京都11R_プロキオンS,202608010911,1800,ダ,良,晴,16,プロキオンS,G2
2026-01-25_京都12R_4歳以上1勝クラス,202608010912,1800,芝,良,晴,9,4歳以上1勝クラス,
2026-01-31_京都01R_3歳未勝利,202608020101,1200,ダ,良,曇,16,3歳未勝利,
2026-01-31_京都02R_3歳未勝利,202608020102,1800,ダ,良,曇,9,3歳未勝利,
2026-01-31_京都03R_3歳未勝利,202608020103,1400,ダ,良,曇,13,3歳未勝利,
2026-01-31_京都04R_3歳未勝利,202608020104,1800,ダ,良,晴,11,3歳未勝利,
2026-01-31_京都05R_3歳新馬,202608020105,2000,芝,良,晴,15,3歳新馬,
2026-01-31_京都06R_3歳未勝利,202608020106,1600,芝,良,晴,16,3歳未勝利,
2026-01-31_京都07R_3歳1勝クラス,202608020107,1800,ダ,良,曇,11,3歳1勝クラス,
2026-01-31_京都08R_4歳以上1勝クラス,202608020108,1900,ダ,良,曇,10,4歳以上1勝クラス,
2026-02-01_京都01R_3歳未勝利,202608020201,1800,ダ,良,晴,13,3歳未勝利,
2026-02-01_京都02R_3歳未勝利,202608020202,1200,ダ,良,晴,15,3歳未勝利,
2026-02-01_京都03R_3歳未勝利,202608020203,1900,ダ,良,晴,10,3歳未勝利,
2026-02-01_京都04R_3歳新馬,202608020204,1400,ダ,良,晴,16,3歳新馬,
2026-02-01_京都05R_3歳未勝利,202608020205,2000,芝,良,晴,13,3歳未勝利,
2026-02-01_京都06R_3歳1勝クラス,202608020206,1400,ダ,良,晴,16,3歳1勝クラス,
2026-02-01_京都07R_4歳以上1勝クラス,202608020207,1800,ダ,良,晴,9,4歳以上1勝クラス,
2026-02-01_京都08R_4歳以上1勝クラス,202608020208,1400,ダ,良,曇,11,4歳以上1勝クラス,
2026-02-07_京都01R_3歳未勝利,202608020301,1800,ダ,良,曇,10,3歳未勝利,
2026-02-07_京都02R_3歳未勝利,202608020302,1900,ダ,良,曇,9,3歳未勝利,
2026-02-07_京都03R_3歳未勝利,202608020303,1400,ダ,良,曇,14,3歳未勝利,
2026-02-07_京都04R_3歳新馬,202608020304,1800,ダ,良,曇,16,3歳新馬,
2026-02-07_京都05R_3歳未勝利,202608020305,1600,芝,良,曇,14,3歳未勝利,
2026-02-07_京都06R_3歳1勝クラス,202608020306,1400,ダ,良,曇,12,3歳1勝クラス,
2026-02-07_京都07R_4歳以上1勝クラス,202608020307,2400,芝,良,曇,9,4歳以上1勝クラス,
2026-02-07_京都08R_4歳以上2勝クラス,202608020308,2000,芝,良,曇,8,4歳以上2勝クラス,
2026-02-07_京都09R_橿原S,202608020309,1200,ダ,良,曇,16,橿原S,
2026-02-07_京都10R_エルフィンS,202608020310,1600,芝,良,曇,9,エルフィンS,L
2026-02-07_京都11R_アルデバランS,202608020311,1900,ダ,良,曇,16,アルデバランS,OP
2026-02-07_京都12R_4歳以上1勝クラス,202608020312,1200,ダ,良,曇,15,4歳以上1勝クラス,
2026-02-10_京都01R_3歳未勝利,202608020401,1200,ダ,良,晴,16,3歳未勝利,
2026-02-10_京都02R_3歳未勝利,202608020402,1800,ダ,良,晴,9,3歳未勝利,
2026-02-10_京都03R_3歳未勝利,202608020403,1400,ダ,良,晴,15,3歳未勝利,
2026-02-10_京都04R_4歳以上1勝クラス,202608020404,1800,ダ,良,晴,9,4歳以上1勝クラス,
2026-02-10_京都05R_3歳新馬,202608020405,1600,芝,良,晴,16,3歳新馬,
2026-02-10_京都06R_3歳未勝利,202608020406,2400,芝,良,晴,15,3歳未勝利,
2026-02-10_京都07R_4歳以上1勝クラス,202608020407,1800,ダ,良,晴,8,4歳以上1勝クラス,
2026-02-10_京都08R_4歳以上2勝クラス,202608020408,1200,芝,良,曇,13,4歳以上2勝クラス,
2026-02-14_京都01R_3歳未勝利,202608020501,1800,ダ,稍,晴,13,3歳未勝利,
2026-02-14_京都02R_3歳未勝利,202608020502,1200,ダ,稍,晴,16,3歳未勝利,
2026-02-14_京都03R_3歳未勝利,202608020503,1900,ダ,稍,晴,11,3歳未勝利,
2026-02-14_京都04R_3歳未勝利,202608020504,1400,ダ,稍,晴,16,3歳未勝利,
2026-02-14_京都05R_3歳新馬,202608020505,1800,ダ,稍,晴,16,3歳新馬,
2026-02-14_京都06R_3歳未勝利,202608020506,1800,芝,良,晴,17,3歳未勝利,
2026-02-14_京都07R_4歳以上1勝クラス,202608020507,1400,ダ,稍,晴,15,4歳以上1勝クラス,
2026-02-14_京都08R_4歳以上2勝クラス,202608020508,1900,ダ,稍,晴,13,4歳以上2勝クラス,
2026-02-14_京都12R_4歳以上1勝クラス,202608020512,1200,ダ,稍,晴,15,4歳以上1勝クラス,
2026-02-15_京都01R_3歳未勝利,202608020601,1800,ダ,良,曇,10,3歳未勝利,
2026-02-15_京都02R_3歳新馬,202608020602,1200,ダ,良,曇,12,3歳新馬,
2026-02-15_京都03R_3歳未勝利,202608020603,1400,ダ,良,曇,16,3歳未勝利,
2026-02-15_京都04R_3歳1勝クラス,202608020604,1900,ダ,良,曇,9,3歳1勝クラス,
2026-02-15_京都05R_3歳未勝利,202608020605,2000,芝,良,曇,15,3歳未勝利,
2026-02-15_京都06R_3歳未勝利,202608020606,1600,芝,良,曇,18,3歳未勝利,
2026-02-15_京都07R_4歳以上1勝クラス,202608020607,1800,ダ,良,曇,13,4歳以上1勝クラス,
2026-02-15_京都08R_4歳以上1勝クラス,202608020608,2000,芝,良,曇,12,4歳以上1勝クラス,
2026-04-25_京都01R_3歳未勝利,202608030101,1800,ダ,稍,晴,16,3歳未勝利,
2026-04-25_京都02R_3歳未勝利,202608030102,1400,ダ,稍,晴,16,3歳未勝利,
2026-04-25_京都03R_3歳未勝利,202608030103,1800,芝,良,晴,15,3歳未勝利,
2026-04-25_京都04R_4歳以上障害OP,202608030104,3170,障,良,晴,11,4歳以上障害OP,OP
2026-04-25_京都05R_3歳未勝利,202608030105,2200,芝,良,晴,12,3歳未勝利,
2026-04-25_京都06R_3歳未勝利,202608030106,1600,芝,良,晴,17,3歳未勝利,
2026-04-25_京都07R_3歳1勝クラス,202608030107,1800,ダ,稍,晴,14,3歳1勝クラス,
2026-04-25_京都08R_あやめ賞,202608030108,1800,芝,良,晴,6,あやめ賞,
2026-04-25_京都10R_観月橋S,202608030110,1800,ダ,稍,晴,11,観月橋S,
2026-04-25_京都11R_天王山S,202608030111,1200,ダ,稍,晴,12,天王山S,OP
2026-04-26_京都01R_3歳未勝利,202608030201,1200,ダ,良,晴,16,3歳未勝利,
2026-04-26_京都02R_3歳未勝利,202608030202,1800,ダ,良,晴,15,3歳未勝利,
2026-04-26_京都03R_3歳未勝利,202608030203,1200,芝,良,晴,18,3歳未勝利,
2026-04-26_京都04R_4歳以上障害未勝利,202608030204,2910,障,良,晴,14,4歳以上障害未勝利,
2026-04-26_京都05R_3歳未勝利,202608030205,2000,芝,良,晴,12,3歳未勝利,
2026-04-26_京都06R_3歳1勝クラス,202608030206,1400,ダ,良,晴,11,3歳1勝クラス,
2026-04-26_京都07R_4歳以上1勝クラス,202608030207,1800,芝,良,晴,14,4歳以上1勝クラス,
2026-04-26_京都08R_4歳以上1勝クラス,202608030208,1800,ダ,良,晴,15,4歳以上1勝クラス,
2026-05-02_京都01R_3歳未勝利,202608030301,1200,ダ,重,晴,16,3歳未勝利,
2026-05-02_京都02R_3歳未勝利,202608030302,1800,ダ,重,晴,15,3歳未勝利,
2026-05-02_京都03R_3歳未勝利,202608030303,1600,芝,稍,晴,18,3歳未勝利,
2026-05-02_京都04R_3歳未勝利,202608030304,1400,芝,稍,晴,18,3歳未勝利,
2026-05-02_京都05R_3歳未勝利,202608030305,2000,芝,良,晴,13,3歳未勝利,
2026-05-02_京都06R_4歳以上1勝クラス,202608030306,1800,ダ,稍,晴,11,4歳以上1勝クラス,
2026-05-02_京都07R_3歳1勝クラス,202608030307,1400,芝,良,晴,12,3歳1勝クラス,
2026-05-02_京都08R_4歳以上1勝クラス,202608030308,1400,ダ,稍,晴,13,4歳以上1勝クラス,
2026-05-03_京都01R_3歳未勝利,202608030401,1400,ダ,稍,曇,16,3歳未勝利,
2026-05-03_京都02R_3歳未勝利,202608030402,1900,ダ,稍,曇,12,3歳未勝利,
2026-05-03_京都03R_3歳未勝利,202608030403,1800,ダ,稍,曇,15,3歳未勝利,
2026-05-03_京都04R_3歳未勝利,202608030404,2400,芝,良,曇,11,3歳未勝利,
2026-05-03_京都05R_3歳未勝利,202608030405,1800,芝,良,曇,11,3歳未勝利,
2026-05-03_京都06R_3歳1勝クラス,202608030406,1400,ダ,稍,曇,16,3歳1勝クラス,
2026-05-03_京都07R_4歳以上1勝クラス,202608030407,2000,芝,良,曇,8,4歳以上1勝クラス,
2026-05-03_京都08R_御池特別,202608030408,1200,芝,良,曇,15,御池特別,
2026-05-09_京都01R_3歳未勝利,202608030501,1400,ダ,良,晴,16,3歳未勝利,
2026-05-09_京都02R_3歳未勝利,202608030502,1800,ダ,良,晴,15,3歳未勝利,
2026-05-09_京都03R_3歳未勝利,202608030503,1400,芝,良,晴,17,3歳未勝利,
2026-05-09_京都04R_3歳未勝利,202608030504,2000,芝,良,晴,15,3歳未勝利,
2026-05-09_京都05R_3歳1勝クラス,202608030505,1600,芝,良,晴,8,3歳1勝クラス,
2026-05-09_京都06R_3歳1勝クラス,202608030506,1200,ダ,良,晴,16,3歳1勝クラス,
2026-05-09_京都07R_4歳以上1勝クラス,202608030507,1900,ダ,良,晴,11,4歳以上1勝クラス,
2026-05-09_京都08R_4歳以上1勝クラス,202608030508,1400,ダ,良,晴,16,4歳以上1勝クラス,
2026-05-10_京都01R_3歳未勝利,202608030601,1800,ダ,良,晴,11,3歳未勝利,
2026-05-10_京都02R_3歳未勝利,202608030602,1200,ダ,良,晴,16,3歳未勝利,
2026-05-10_京都03R_3歳未勝利,202608030603,1900,ダ,良,晴,12,3歳未勝利,
2026-05-10_京都04R_3歳未勝利,202608030604,1600,芝,良,晴,17,3歳未勝利,
2026-05-10_京都05R_3歳未勝利,202608030605,2000,芝,良,晴,13,3歳未勝利,
2026-05-10_京都06R_4歳以上1勝クラス,202608030606,2200,芝,良,晴,10,4歳以上1勝クラス,
2026-05-10_京都07R_3歳1勝クラス,202608030607,1800,ダ,良,晴,12,3歳1勝クラス,
2026-05-10_京都08R_4歳以上1勝クラス,202608030608,1200,芝,良,晴,12,4歳以上1勝クラス,
2026-05-16_京都01R_3歳未勝利,202608030701,1400,ダ,良,晴,16,3歳未勝利,
2026-05-16_京都02R_3歳未勝利,202608030702,1800,ダ,良,晴,11,3歳未勝利,
2026-05-16_京都03R_3歳未勝利,202608030703,1400,芝,良,晴,18,3歳未勝利,
2026-05-16_京都04R_3歳未勝利,202608030704,2400,芝,良,晴,10,3歳未勝利,
2026-05-16_京都05R_3歳未勝利,202608030705,1800,芝,良,晴,14,3歳未勝利,
2026-05-16_京都06R_4歳以上1勝クラス,202608030706,1200,ダ,良,晴,15,4歳以上1勝クラス,
2026-05-16_京都07R_4歳以上1勝クラス,202608030707,1600,芝,良,晴,11,4歳以上1勝クラス,
2026-05-16_京都08R_京都ハイジャンプ,202608030708,3930,障,良,晴,6,京都ハイジャンプ,
2026-05-17_京都01R_3歳未勝利,202608030801,1800,ダ,良,晴,14,3歳未勝利,
2026-05-17_京都02R_3歳未勝利,202608030802,1400,ダ,良,晴,16,3歳未勝利,
2026-05-17_京都03R_3歳未勝利,202608030803,1900,ダ,良,晴,12,3歳未勝利,
2026-05-17_京都04R_3歳未勝利,202608030804,1600,芝,良,晴,17,3歳未勝利,
2026-05-17_京都05R_3歳未勝利,202608030805,2000,芝,良,晴,10,3歳未勝利,
2026-05-17_京都06R_3歳1勝クラス,202608030806,1800,ダ,良,晴,16,3歳1勝クラス,
2026-05-17_京都07R_4歳以上1勝クラス,202608030807,2000,芝,良,晴,12,4歳以上1勝クラス,
2026-05-17_京都08R_4歳以上2勝クラス,202608030808,1900,ダ,良,晴,8,4歳以上2勝クラス,
2026-05-23_京都01R_3歳未勝利,202608030901,1200,ダ,稍,曇,16,3歳未勝利,
2026-05-23_京都02R_3歳未勝利,202608030902,1800,ダ,稍,曇,14,3歳未勝利,
2026-05-23_京都03R_3歳未勝利,202608030903,1200,芝,良,曇,16,3歳未勝利,
2026-05-23_京都04R_3歳未勝利,202608030904,1800,芝,良,曇,17,3歳未勝利,
2026-05-23_京都05R_3歳未勝利,202608030905,2200,芝,良,曇,14,3歳未勝利,
2026-05-23_京都06R_3歳1勝クラス,202608030906,1400,ダ,稍,曇,16,3歳1勝クラス,
2026-05-23_京都07R_4歳以上1勝クラス,202608030907,1800,ダ,稍,曇,16,4歳以上1勝クラス,
2026-05-23_京都08R_4歳以上1勝クラス,202608030908,1800,芝,良,曇,15,4歳以上1勝クラス,
2026-05-24_京都01R_3歳未勝利,202608031001,1800,ダ,良,晴,16,3歳未勝利,
2026-05-24_京都02R_3歳未勝利,202608031002,1900,ダ,良,晴,13,3歳未勝利,
2026-05-24_京都03R_3歳未勝利,202608031003,1600,芝,良,晴,18,3歳未勝利,
2026-05-24_京都04R_3歳未勝利,202608031004,2000,芝,良,晴,10,3歳未勝利,
2026-05-24_京都05R_3歳1勝クラス,202608031005,1200,芝,良,晴,9,3歳1勝クラス,
2026-05-24_京都06R_3歳1勝クラス,202608031006,1900,ダ,良,晴,16,3歳1勝クラス,
2026-05-24_京都07R_4歳以上1勝クラス,202608031007,1400,芝,良,晴,18,4歳以上1勝クラス,
2026-05-24_京都08R_4歳以上2勝クラス,202608031008,1800,ダ,良,晴,12,4歳以上2勝クラス,
2026-05-30_京都01R_3歳未勝利,202608031101,1400,ダ,良,晴,16,3歳未勝利,
2026-05-30_京都02R_3歳未勝利,202608031102,1800,ダ,良,晴,16,3歳未勝利,
2026-05-30_京都03R_3歳未勝利,202608031103,1400,芝,良,晴,18,3歳未勝利,
2026-05-30_京都04R_3歳未勝利,202608031104,2400,芝,良,晴,18,3歳未勝利,
2026-05-30_京都05R_3歳未勝利,202608031105,1800,芝,良,晴,18,3歳未勝利,
2026-05-30_京都06R_4歳以上1勝クラス,202608031106,1800,ダ,良,晴,12,4歳以上1勝クラス,
2026-05-30_京都07R_4歳以上1勝クラス,202608031107,1600,芝,良,晴,15,4歳以上1勝クラス,
2026-05-30_京都08R_4歳以上2勝クラス,202608031108,1400,芝,良,晴,12,4歳以上2勝クラス,
2026-05-30_京都09R_鳳雛S,202608031109,1800,ダ,良,晴,9,鳳雛S,L
2026-05-31_京都01R_3歳未勝利,202608031201,1800,ダ,良,晴,16,3歳未勝利,
2026-05-31_京都02R_3歳未勝利,202608031202,1200,ダ,良,晴,16,3歳未勝利,
2026-05-31_京都03R_3歳未勝利,202608031203,1900,ダ,良,晴,16,3歳未勝利,
2026-05-31_京都04R_4歳以上障害OP,202608031204,3170,障,良,晴,10,4歳以上障害OP,OP
2026-05-31_京都05R_3歳未勝利,202608031205,1600,芝,良,晴,18,3歳未勝利,
2026-05-31_京都06R_3歳1勝クラス,202608031206,1400,ダ,良,晴,14,3歳1勝クラス,
2026-05-31_京都07R_4歳以上1勝クラス,202608031207,2400,芝,良,晴,10,4歳以上1勝クラス,
2026-05-31_京都08R_4歳以上2勝クラス,202608031208,2000,芝,良,晴,8,4歳以上2勝クラス,
2026-02-21_阪神01R_3歳未勝利,202609010101,1200,ダ,良,晴,16,3歳未勝利,
2026-02-21_阪神02R_3歳未勝利,202609010102,1800,ダ,良,晴,14,3歳未勝利,
2026-02-21_阪神03R_3歳未勝利,202609010103,1400,ダ,良,晴,16,3歳未勝利,
2026-02-21_阪神04R_3歳新馬,202609010104,1800,ダ,良,晴,14,3歳新馬,
2026-02-21_阪神05R_3歳未勝利,202609010105,1600,芝,良,晴,18,3歳未勝利,
2026-02-21_阪神06R_3歳未勝利,202609010106,2400,芝,良,晴,11,3歳未勝利,
2026-02-21_阪神07R_4歳以上1勝クラス,202609010107,1400,ダ,良,晴,16,4歳以上1勝クラス,
2026-02-21_阪神08R_すみれS,202609010108,2200,芝,良,晴,7,すみれS,L
2026-02-22_阪神01R_3歳未勝利,202609010201,1800,ダ,良,晴,10,3歳未勝利,
2026-02-22_阪神02R_3歳未勝利,202609010202,1200,ダ,良,晴,16,3歳未勝利,
2026-02-22_阪神03R_3歳未勝利,202609010203,1800,ダ,良,晴,11,3歳未勝利,
2026-02-22_阪神04R_3歳新馬,202609010204,1400,ダ,良,晴,14,3歳新馬,
2026-02-22_阪神05R_3歳未勝利,202609010205,2000,芝,良,晴,13,3歳未勝利,
2026-02-22_阪神06R_3歳1勝クラス,202609010206,1400,ダ,良,晴,11,3歳1勝クラス,
2026-02-22_阪神07R_4歳以上1勝クラス,202609010207,2400,芝,良,晴,9,4歳以上1勝クラス,
2026-02-22_阪神08R_4歳以上1勝クラス,202609010208,1800,ダ,良,晴,15,4歳以上1勝クラス,
2026-02-28_阪神01R_3歳未勝利,202609010301,1400,ダ,良,晴,16,3歳未勝利,
2026-02-28_阪神02R_3歳未勝利,202609010302,1800,ダ,良,晴,14,3歳未勝利,
2026-02-28_阪神03R_3歳未勝利,202609010303,1200,ダ,良,晴,16,3歳未勝利,
2026-02-28_阪神04R_3歳未勝利,202609010304,1800,ダ,良,晴,14,3歳未勝利,
2026-02-28_阪神05R_3歳未勝利,202609010305,1800,芝,良,晴,14,3歳未勝利,
2026-02-28_阪神06R_4歳以上1勝クラス,202609010306,1800,ダ,良,晴,13,4歳以上1勝クラス,
2026-02-28_阪神07R_4歳以上1勝クラス,202609010307,1400,ダ,良,曇,16,4歳以上1勝クラス,
2026-02-28_阪神08R_4歳以上2勝クラス,202609010308,1800,ダ,良,曇,15,4歳以上2勝クラス,
2026-03-01_阪神01R_3歳未勝利,202609010401,1800,ダ,良,晴,13,3歳未勝利,
2026-03-01_阪神02R_3歳未勝利,202609010402,1400,ダ,良,晴,16,3歳未勝利,
2026-03-01_阪神03R_3歳未勝利,202609010403,2000,ダ,良,晴,12,3歳未勝利,
2026-03-01_阪神04R_3歳1勝クラス,202609010404,1800,ダ,良,晴,8,3歳1勝クラス,
2026-03-01_阪神05R_3歳未勝利,202609010405,2000,芝,良,晴,13,3歳未勝利,
2026-03-01_阪神06R_3歳1勝クラス,202609010406,2000,芝,良,晴,8,3歳1勝クラス,
2026-03-01_阪神07R_4歳以上1勝クラス,202609010407,1200,ダ,良,晴,16,4歳以上1勝クラス,
2026-03-01_阪神08R_4歳以上1勝クラス,202609010408,1800,芝,良,晴,15,4歳以上1勝クラス,
2026-03-01_阪神12R_4歳以上2勝クラス,202609010412,1200,ダ,良,晴,16,4歳以上2勝クラス,
2026-03-07_阪神01R_3歳未勝利,202609010501,1800,ダ,稍,晴,14,3歳未勝利,
2026-03-07_阪神02R_3歳未勝利,202609010502,1400,ダ,稍,晴,16,3歳未勝利,
2026-03-07_阪神03R_3歳未勝利,202609010503,2000,ダ,稍,晴,13,3歳未勝利,
2026-03-07_阪神04R_3歳未勝利,202609010504,2400,芝,稍,晴,13,3歳未勝利,
2026-03-07_阪神05R_3歳未勝利,202609010505,1600,芝,良,晴,18,3歳未勝利,
2026-03-07_阪神06R_3歳1勝クラス,202609010506,1200,ダ,稍,晴,12,3歳1勝クラス,
2026-03-07_阪神07R_4歳以上1勝クラス,202609010507,1800,ダ,稍,晴,8,4歳以上1勝クラス,
2026-03-07_阪神08R_4歳以上2勝クラス,202609010508,1600,芝,良,晴,10,4歳以上2勝クラス,
2026-03-08_阪神01R_3歳未勝利,202609010601,1800,ダ,良,曇,12,3歳未勝利,
2026-03-08_阪神02R_3歳未勝利,202609010602,1200,ダ,良,曇,16,3歳未勝利,
2026-03-08_阪神03R_3歳未勝利,202609010603,1800,ダ,良,曇,14,3歳未勝利,
2026-03-08_阪神04R_3歳未勝利,202609010604,1400,ダ,良,曇,16,3歳未勝利,
2026-03-08_阪神05R_3歳1勝クラス,202609010605,1800,ダ,良,曇,16,3歳1勝クラス,
2026-03-08_阪神06R_4歳以上1勝クラス,202609010606,2000,ダ,良,晴,9,4歳以上1勝クラス,
2026-03-08_阪神07R_4歳以上1勝クラス,202609010607,2000,芝,良,晴,9,4歳以上1勝クラス,
2026-03-08_阪神08R_4歳以上2勝クラス,202609010608,1800,ダ,良,晴,9,4歳以上2勝クラス,
2026-03-14_阪神01R_3歳未勝利,202609010701,1800,ダ,良,晴,13,3歳未勝利,
2026-03-14_阪神02R_3歳未勝利,202609010702,1400,ダ,良,晴,16,3歳未勝利,
2026-03-14_阪神03R_3歳未勝利,202609010703,1800,ダ,良,晴,13,3歳未勝利,
2026-03-14_阪神04R_3歳未勝利,202609010704,1400,芝,良,晴,18,3歳未勝利,
2026-03-14_阪神05R_3歳未勝利,202609010705,1800,芝,良,晴,18,3歳未勝利,
2026-03-14_阪神06R_4歳以上1勝クラス,202609010706,1800,ダ,良,晴,13,4歳以上1勝クラス,
2026-03-14_阪神07R_4歳以上1勝クラス,202609010707,1400,ダ,良,晴,16,4歳以上1勝クラス,
2026-03-14_阪神08R_阪神スプリングジャンプ,202609010708,3900,障,良,晴,10,阪神スプリングジャンプ,
2026-03-15_阪神01R_3歳未勝利,202609010801,1400,ダ,良,曇,16,3歳未勝利,
2026-03-15_阪神02R_3歳未勝利,202609010802,1800,ダ,良,曇,14,3歳未勝利,
2026-03-15_阪神03R_3歳未勝利,202609010803,1200,ダ,良,曇,16,3歳未勝利,
2026-03-15_阪神04R_4歳以上障害未勝利,202609010804,2970,障,良,曇,14,4歳以上障害未勝利,
2026-03-15_阪神05R_3歳未勝利,202609010805,2000,芝,良,曇,16,3歳未勝利,
2026-03-15_阪神06R_3歳1勝クラス,202609010806,1600,芝,良,曇,11,3歳1勝クラス,
2026-03-15_阪神07R_4歳以上1勝クラス,202609010807,1600,芝,良,曇,13,4歳以上1勝クラス,
2026-03-15_阪神08R_4歳以上2勝クラス,202609010808,1800,ダ,良,曇,11,4歳以上2勝クラス,
2026-03-21_阪神01R_3歳未勝利,202609010901,1800,ダ,稍,晴,10,3歳未勝利,
2026-03-21_阪神02R_3歳未勝利,202609010902,1200,ダ,稍,晴,13,3歳未勝利,
2026-03-21_阪神03R_3歳未勝利,202609010903,2000,ダ,稍,晴,10,3歳未勝利,
2026-03-21_阪神04R_3歳未勝利,202609010904,1400,ダ,稍,晴,15,3歳未勝利,
2026-03-21_阪神05R_3歳未勝利,202609010905,1600,芝,良,晴,18,3歳未勝利,
2026-03-21_阪神06R_3歳1勝クラス,202609010906,1400,ダ,良,晴,16,3歳1勝クラス,
2026-03-21_阪神07R_4歳以上1勝クラス,202609010907,1800,ダ,良,晴,11,4歳以上1勝クラス,
2026-03-21_阪神08R_4歳以上2勝クラス,202609010908,1800,ダ,良,晴,12,4歳以上2勝クラス,
2026-03-22_阪神01R_3歳未勝利,202609011001,1400,ダ,良,晴,14,3歳未勝利,
2026-03-22_阪神02R_3歳未勝利,202609011002,1800,ダ,良,晴,13,3歳未勝利,
2026-03-22_阪神03R_3歳未勝利,202609011003,1200,ダ,良,晴,13,3歳未勝利,
2026-03-22_阪神04R_3歳未勝利,202609011004,2400,芝,良,曇,17,3歳未勝利,
2026-03-22_阪神05R_3歳1勝クラス,202609011005,1200,芝,良,曇,11,3歳1勝クラス,
2026-03-22_阪神06R_3歳1勝クラス,202609011006,1800,ダ,良,曇,13,3歳1勝クラス,
2026-03-22_阪神07R_4歳以上1勝クラス,202609011007,2400,芝,良,曇,11,4歳以上1勝クラス,
2026-03-22_阪神08R_4歳以上1勝クラス,202609011008,1800,ダ,良,曇,10,4歳以上1勝クラス,
2026-03-22_阪神10R_レグルスS,202609011010,1800,ダ,良,曇,16,レグルスS,OP
2026-03-28_阪神01R_3歳未勝利,202609020101,1200,ダ,稍,晴,16,3歳未勝利,
2026-03-28_阪神02R_3歳未勝利,202609020102,1800,ダ,稍,晴,11,3歳未勝利,
2026-03-28_阪神03R_3歳未勝利,202609020103,1200,ダ,稍,晴,16,3歳未勝利,
2026-03-28_阪神04R_3歳未勝利,202609020104,1800,ダ,稍,晴,13,3歳未勝利,
2026-03-28_阪神05R_3歳未勝利,202609020105,1600,芝,良,晴,18,3歳未勝利,
2026-03-28_阪神06R_3歳1勝クラス,202609020106,1400,芝,良,晴,11,3歳1勝クラス,
2026-03-28_阪神07R_4歳以上1勝クラス,202609020107,1400,ダ,良,晴,12,4歳以上1勝クラス,
2026-03-28_阪神08R_三木ホースランドパークJS,202609020108,3140,障,良,晴,11,三木ホースランドパークJS,OP
2026-03-29_阪神01R_3歳未勝利,202609020201,1800,ダ,良,晴,14,3歳未勝利,
2026-03-29_阪神02R_3歳未勝利,202609020202,2000,ダ,良,晴,9,3歳未勝利,
2026-03-29_阪神03R_3歳未勝利,202609020203,1400,ダ,良,晴,16,3歳未勝利,
2026-03-29_阪神04R_4歳以上障害未勝利,202609020204,2970,障,良,晴,14,4歳以上障害未勝利,
2026-03-29_阪神05R_3歳未勝利,202609020205,2000,芝,良,晴,12,3歳未勝利,
2026-03-29_阪神06R_3歳1勝クラス,202609020206,1200,ダ,良,晴,10,3歳1勝クラス,
2026-03-29_阪神07R_4歳以上1勝クラス,202609020207,1400,芝,良,晴,14,4歳以上1勝クラス,
2026-03-29_阪神08R_四国新聞杯,202609020208,2000,芝,良,晴,7,四国新聞杯,
2026-04-04_阪神01R_3歳未勝利,202609020301,1800,ダ,稍,小雨,16,3歳未勝利,
2026-04-04_阪神02R_3歳未勝利,202609020302,1400,ダ,稍,小雨,16,3歳未勝利,
2026-04-04_阪神03R_3歳未勝利,202609020303,1800,ダ,稍,小雨,14,3歳未勝利,
2026-04-04_阪神04R_3歳未勝利,202609020304,1400,芝,良,小雨,18,3歳未勝利,
2026-04-04_阪神05R_3歳未勝利,202609020305,1800,芝,良,雨,18,3歳未勝利,
2026-04-04_阪神06R_4歳以上1勝クラス,202609020306,1200,ダ,稍,雨,16,4歳以上1勝クラス,
2026-04-04_阪神07R_4歳以上1勝クラス,202609020307,1800,ダ,稍,雨,9,4歳以上1勝クラス,
2026-04-04_阪神08R_4歳以上2勝クラス,202609020308,1200,芝,稍,雨,9,4歳以上2勝クラス,
2026-04-05_阪神01R_3歳未勝利,202609020401,1400,ダ,重,晴,15,3歳未勝利,
2026-04-05_阪神02R_3歳未勝利,202609020402,1800,ダ,重,晴,13,3歳未勝利,
2026-04-05_阪神03R_3歳未勝利,202609020403,1200,ダ,重,晴,16,3歳未勝利,
