馬ID,馬名,日付,場,R,レース名,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,馬場種別,距離,馬場
2022103775,テイエムパイロット,2025-01-11,中京,2,3歳未勝利,16,4,8,244.2,16,5,酒井学,57,ダ,1200,良
2022103775,テイエムパイロット,2024-10-05,京都,1,2歳未勝利,12,3,3,171.5,10,10,酒井学,56,ダ,1200,稍
2022103775,テイエムパイロット,2024-09-21,中京,3,2歳未勝利,16,7,13,120.2,12,15,酒井学,55,ダ,1400,良
2022103775,テイエムパイロット,2024-06-15,京都,5,2歳新馬,10,5,5,35.0,9,6,酒井学,55,ダ,1200,良
2022104219,ペイシャケイプ,2026-05-23,東京,11,欅S(OP),16,7,14,5.2,2,2,横山典弘,57,ダ,1400,稍
2022104219,ペイシャケイプ,2026-04-25,東京,10,鎌倉S(3勝クラス),15,8,15,3.8,2,1,横山典弘,58,ダ,1400,稍
2022104219,ペイシャケイプ,2026-02-21,阪神,10,鳴門S(3勝クラス),16,3,6,4.6,3,6,横山典弘,58,ダ,1400,良
2022104219,ペイシャケイプ,2026-01-31,東京,8,4歳以上2勝クラス,16,5,10,4.1,2,1,横山典弘,57,ダ,1400,良
2022104219,ペイシャケイプ,2025-12-06,阪神,8,3歳以上2勝クラス,16,4,8,7.7,3,3,横山典弘,57,ダ,1400,良
2022104219,ペイシャケイプ,2025-11-01,東京,8,3歳以上2勝クラス,14,7,11,3.4,1,7,永島まな,55,ダ,1400,重
2022104219,ペイシャケイプ,2025-10-12,東京,12,3歳以上2勝クラス,16,3,5,5.8,3,3,永島まな,55,ダ,1300,良
2022104219,ペイシャケイプ,2025-03-16,中京,10,昇竜S(OP),12,1,1,9.2,4,3,永島まな,57,ダ,1400,重
2022104219,ペイシャケイプ,2025-01-19,中京,6,3歳1勝クラス,10,1,1,9.4,4,1,永島まな,55,ダ,1200,良
2022104219,ペイシャケイプ,2024-12-01,京都,1,2歳未勝利,15,7,12,3.9,1,1,酒井学,56,ダ,1200,良
2022104219,ペイシャケイプ,2024-11-10,京都,1,2歳未勝利,16,1,2,5.4,3,9,横山典弘,56,ダ,1400,良
2022104219,ペイシャケイプ,2024-10-06,東京,3,2歳新馬,16,5,10,22.7,7,3,横山典弘,56,ダ,1600,重
2021104173,デイジー,2026-08-16,新潟,5,3歳以上1勝クラス,12,8,12,8.9,5,2,田辺裕信,56,芝,1800,良
2021104173,デイジー,2026-04-11,福島,9,浄土平特別(1勝クラス),16,8,15,4.4,2,12,江田照男,56,芝,1800,良
2021104173,デイジー,2026-01-11,中山,8,4歳以上1勝クラス,16,1,2,7.5,2,3,江田照男,56,芝,1600,良
2021104173,デイジー,2025-11-22,福島,9,高湯温泉特別(1勝クラス),16,3,5,7.4,4,2,江田照男,56,芝,1800,良
2021104173,デイジー,2025-11-09,福島,9,二本松特別(1勝クラス),16,3,5,7.8,4,3,江田照男,56,芝,1800,良
2021104173,デイジー,2025-10-26,新潟,4,3歳以上1勝クラス,16,8,16,12.2,6,3,江田照男,56,芝,1800,稍
2021104173,デイジー,2025-08-23,新潟,12,3歳以上1勝クラス,12,6,8,13.8,6,3,江田照男,56,芝,1600,良
2021104173,デイジー,2025-08-10,新潟,12,3歳以上1勝クラス,18,4,8,34.8,14,6,江田照男,56,芝,1400,重
2021104173,デイジー,2025-07-27,新潟,12,3歳以上1勝クラス,16,1,2,12.3,5,7,菊沢一樹,56,芝,1400,良
2021104173,デイジー,2025-05-17,新潟,8,4歳以上1勝クラス,16,6,11,7.5,4,8,菊沢一樹,56,芝,1400,稍
2021104173,デイジー,2025-05-04,新潟,12,4歳以上1勝クラス,13,7,10,2.6,1,5,菊沢一樹,56,芝,1400,良
2021104173,デイジー,2025-03-08,中山,12,4歳以上1勝クラス,16,8,16,28.3,8,2,菊沢一樹,56,芝,1600,良
2021104173,デイジー,2024-11-16,東京,7,3歳以上1勝クラス,16,1,1,10.6,5,16,戸崎圭太,55,ダ,1600,良
2021104173,デイジー,2024-10-19,東京,7,3歳以上1勝クラス,13,2,2,15.1,7,6,戸崎圭太,54,ダ,1600,良
2021104173,デイジー,2024-03-17,中山,5,3歳未勝利,16,6,12,2.9,1,1,戸崎圭太,55,芝,1600,良
2021104173,デイジー,2024-02-17,東京,6,3歳未勝利,16,1,1,5.1,2,2,戸崎圭太,55,芝,1600,良
2021104173,デイジー,2024-01-27,東京,5,3歳新馬,16,2,3,7.7,4,4,戸崎圭太,55,芝,1600,良
2021104971,オールセインツ,2026-08-01,中京,7,豊橋S(3勝クラス),11,3,3,32.2,9,8,富田暁,56,芝,1600,良
2021104971,オールセインツ,2026-02-14,京都,10,飛鳥S(3勝クラス),16,6,12,8.4,4,12,団野大成,58,芝,2000,良
2021104971,オールセインツ,2026-01-10,中山,11,迎春S(3勝クラス),17,8,17,19.4,7,4,戸崎圭太,58,芝,2200,良
2021104971,オールセインツ,2025-12-14,阪神,9,オリオンS(3勝クラス),15,1,1,15.7,7,7,坂井瑠星,58,芝,2200,良
2021104971,オールセインツ,2025-08-30,新潟,11,日本海S(3勝クラス),16,3,5,6.4,2,12,岩田望来,58,芝,2200,良
2021104971,オールセインツ,2025-07-20,小倉,11,小倉記念(GIII),16,4,7,11.0,5,5,酒井学,54,芝,2000,良
2021104971,オールセインツ,2025-06-21,阪神,10,ストークS(3勝クラス),12,5,5,6.0,4,5,坂井瑠星,57,芝,2200,良
2021104971,オールセインツ,2024-11-17,京都,9,比叡S(3勝クラス),17,5,10,4.4,3,5,坂井瑠星,55,芝,2400,良
2021104971,オールセインツ,2024-09-22,中京,11,神戸新聞杯(GII),14,3,5,11.2,6,4,坂井瑠星,57,芝,2200,稍
2021104971,オールセインツ,2024-08-03,新潟,11,月岡温泉特別(2勝クラス),8,7,7,3.8,2,1,坂井瑠星,55,芝,2000,良
2021104971,オールセインツ,2024-06-01,京都,7,3歳以上1勝クラス,9,1,1,6.3,3,1,岩田望来,54,芝,2200,良
2021104971,オールセインツ,2024-05-04,京都,11,京都新聞杯(GII),15,2,3,41.3,12,13,岩田康誠,57,芝,2200,良
2021104971,オールセインツ,2024-03-10,中京,5,3歳未勝利,11,2,2,9.3,3,1,藤岡康太,57,芝,2200,良
2020102045,フェルヴェンテ,2026-07-12,小倉,11,阿蘇S(OP),11,8,10,132.5,11,7,秋山稔樹,57,ダ,1700,良
2020102045,フェルヴェンテ,2026-05-23,東京,11,欅S(OP),16,1,2,108.0,13,6,秋山稔樹,57,ダ,1400,稍
2020102045,フェルヴェンテ,2026-03-14,阪神,11,コーラルS(L),13,5,6,14.2,5,8,岩田望来,57,ダ,1400,良
2020102045,フェルヴェンテ,2026-01-10,京都,11,すばるS(L),16,4,7,43.2,9,4,岩田望来,57,ダ,1400,良
2020102045,フェルヴェンテ,2025-11-23,京都,10,LトレーナーC(3勝クラス),16,7,13,15.9,8,1,坂井瑠星,58,ダ,1400,良
2020102045,フェルヴェンテ,2025-09-20,阪神,11,大阪スポーツ杯(3勝クラス),13,6,9,3.6,2,8,秋山稔樹,58,ダ,1400,良
2020102045,フェルヴェンテ,2025-08-23,中京,11,伊賀S(3勝クラス),16,7,13,21.4,9,2,秋山稔樹,57,ダ,1400,良
2020102045,フェルヴェンテ,2025-06-28,小倉,11,博多S(3勝クラス),16,1,2,7.2,3,5,坂井瑠星,58,ダ,1700,良
2020102045,フェルヴェンテ,2025-05-25,京都,10,高瀬川S(3勝クラス),16,8,16,10.2,6,4,古川吉洋,58,ダ,1400,重
2020102045,フェルヴェンテ,2025-04-20,阪神,10,天満橋S(3勝クラス),16,4,8,4.0,1,5,幸英明,57,ダ,1400,良
2020102045,フェルヴェンテ,2025-03-23,阪神,10,鳴門S(3勝クラス),16,3,6,13.0,4,3,坂井瑠星,58,ダ,1400,良
2020102045,フェルヴェンテ,2024-12-15,京都,10,サリオスC(3勝クラス),16,6,11,6.9,3,10,秋山稔樹,58,ダ,1400,良
2020102045,フェルヴェンテ,2024-11-17,京都,10,グランアレグリアC(3勝クラス),15,3,4,14.3,6,3,秋山稔樹,58,ダ,1400,良
2020102045,フェルヴェンテ,2024-10-20,京都,12,桂川S(3勝クラス),12,6,9,25.3,7,2,秋山稔樹,58,ダ,1400,稍
2020102045,フェルヴェンテ,2024-09-01,中京,10,桶狭間S(3勝クラス),16,8,16,12.3,3,10,秋山稔樹,58,ダ,1400,重
2020102045,フェルヴェンテ,2024-05-19,京都,11,高瀬川S(3勝クラス),16,7,14,6.9,4,12,浜中俊,56,ダ,1400,良
2020102045,フェルヴェンテ,2024-01-20,京都,8,4歳以上2勝クラス,13,5,6,3.0,1,1,坂井瑠星,57,ダ,1400,稍
2020102045,フェルヴェンテ,2023-12-23,阪神,8,3歳以上2勝クラス,16,4,8,13.2,5,2,団野大成,57,ダ,1400,良
2020102045,フェルヴェンテ,2023-12-10,阪神,12,夙川特別(2勝クラス),13,6,8,4.8,2,2,団野大成,56,ダ,1400,良
2020102045,フェルヴェンテ,2023-11-12,京都,12,ドンカスターC(2勝クラス),16,2,3,6.0,3,4,池添謙一,57,ダ,1400,稍
2020102045,フェルヴェンテ,2023-09-02,小倉,9,天草特別(2勝クラス),14,5,7,2.8,1,4,団野大成,55,ダ,1700,稍
2020102045,フェルヴェンテ,2023-08-06,新潟,9,苗場特別(2勝クラス),14,7,13,3.1,1,2,団野大成,55,ダ,1800,良
2020102045,フェルヴェンテ,2023-07-15,中京,10,大府特別(2勝クラス),16,5,9,4.9,2,3,団野大成,55,ダ,1800,良
2020102045,フェルヴェンテ,2023-05-21,京都,10,鳳雛S(L),11,2,2,4.6,2,4,浜中俊,56,ダ,1800,良
2020102045,フェルヴェンテ,2023-04-30,京都,10,端午S(OP),11,8,10,42.6,9,3,浜中俊,56,ダ,1400,重
2020102045,フェルヴェンテ,2022-10-23,阪神,8,なでしこ賞(1勝クラス),9,6,6,6.4,5,1,浜中俊,55,ダ,1400,良
2020102045,フェルヴェンテ,2022-09-24,中京,1,2歳未勝利,10,8,9,5.1,3,1,川田将雅,54,ダ,1800,不
2020102045,フェルヴェンテ,2022-09-03,小倉,2,2歳未勝利,16,2,4,39.2,8,4,山田敬士,52,ダ,1700,稍
2020102045,フェルヴェンテ,2022-07-24,小倉,1,2歳未勝利,12,6,8,12.1,5,7,国分優作,54,芝,1200,良
2020102045,フェルヴェンテ,2022-07-02,小倉,1,2歳未勝利,10,2,2,15.8,4,2,国分優作,54,芝,1200,良
2020102045,フェルヴェンテ,2022-06-11,中京,5,2歳新馬,11,8,10,78.3,11,8,国分優作,54,芝,1600,良
2020103632,スイミーユニバンス,2026-08-30,札幌,10,HBC賞(2勝クラス),16,3,5,39.1,11,3,鮫島克駿,53,芝,1200,良
2020103632,スイミーユニバンス,2026-08-02,札幌,12,苫小牧特別(2勝クラス),14,8,13,24.0,9,7,鮫島克駿,56,芝,1200,良
2020103632,スイミーユニバンス,2026-07-05,函館,9,立待岬特別(2勝クラス),16,1,1,121.3,14,7,鮫島克駿,56,芝,1200,良
2020103632,スイミーユニバンス,2026-06-20,函館,11,STV杯(2勝クラス),16,3,5,69.2,15,15,小林美駒,56,芝,1200,良
2020103632,スイミーユニバンス,2026-03-28,中京,12,フィリピンT(2勝クラス),16,2,4,23.6,9,16,永島まな,56,芝,1400,良
2020103632,スイミーユニバンス,2026-02-28,阪神,12,4歳以上2勝クラス,18,8,16,42.0,9,6,池添謙一,56,芝,1400,良
2020103632,スイミーユニバンス,2026-01-04,京都,12,4歳以上2勝クラス,12,7,9,24.9,9,7,和田竜二,56,芝,1400,良
2020103632,スイミーユニバンス,2025-12-07,阪神,12,3歳以上2勝クラス,17,4,8,178.4,17,5,和田竜二,56,芝,1400,良
2020103632,スイミーユニバンス,2025-09-06,札幌,10,札幌スポニチ賞(2勝クラス),16,1,1,9.5,5,12,池添謙一,56,芝,1200,良
2020103632,スイミーユニバンス,2025-08-16,札幌,10,知床特別(2勝クラス),13,8,13,18.1,8,2,藤岡佑介,56,芝,1200,良
2020103632,スイミーユニバンス,2025-07-20,函館,9,潮騒特別(2勝クラス),13,8,12,33.7,9,9,藤岡佑介,56,芝,1200,良
2020103632,スイミーユニバンス,2025-06-29,函館,12,湯の川温泉特別(2勝クラス),14,7,11,24.5,8,5,藤岡佑介,56,芝,1200,良
2020103632,スイミーユニバンス,2025-06-15,函館,11,函館日刊スポーツ杯(2勝クラス),14,3,4,18.6,8,11,松若風馬,56,芝,1200,良
2020103632,スイミーユニバンス,2025-04-26,福島,11,福島中央テレビ杯(2勝クラス),15,8,16,53.2,13,6,藤懸貴志,53,芝,1200,良
2020103632,スイミーユニバンス,2025-03-01,小倉,10,西日本新聞杯(2勝クラス),18,8,17,44.6,13,13,小林美駒,56,芝,1200,良
2020103632,スイミーユニバンス,2024-10-27,新潟,10,清津峡特別(2勝クラス),16,8,16,14.0,5,9,小沢大仁,56,芝,1200,良
2020103632,スイミーユニバンス,2024-08-31,札幌,12,マレーシアC(2勝クラス),16,4,7,37.7,10,2,池添謙一,56,芝,1200,重
2020103632,スイミーユニバンス,2024-08-04,札幌,10,札幌スポニチ賞(2勝クラス),16,2,4,6.8,4,11,武豊,56,芝,1200,稍
2020103632,スイミーユニバンス,2024-06-30,函館,10,立待岬特別(2勝クラス),15,4,8,6.2,2,6,武豊,56,芝,1200,良
2020103632,スイミーユニバンス,2024-06-16,函館,8,3歳以上1勝クラス,14,8,13,21.9,6,1,小林美駒,52,芝,1200,良
2020103632,スイミーユニバンス,2024-01-27,京都,12,4歳以上1勝クラス,18,6,12,16.7,8,16,秋山真一,55,芝,1400,良
2020103632,スイミーユニバンス,2023-10-21,新潟,7,3歳以上1勝クラス,18,8,18,5.2,3,15,永島まな,51,芝,1400,重
2020103632,スイミーユニバンス,2023-07-02,中京,4,3歳未勝利,18,7,15,3.2,1,1,永島まな,51,芝,1400,稍
2020103632,スイミーユニバンス,2023-05-21,京都,4,3歳未勝利,18,7,14,4.2,2,10,北村友一,54,芝,1600,良
2020103632,スイミーユニバンス,2023-04-23,京都,1,3歳未勝利,18,1,1,2.8,2,3,北村友一,54,芝,1800,良
2020103632,スイミーユニバンス,2023-01-22,中京,6,3歳新馬,16,3,6,4.1,1,2,福永祐一,54,芝,1600,良
2023103528,ツルノマイハシ,2026-08-29,札幌,7,3歳以上1勝クラス,16,8,15,5.8,1,1,武豊,54,芝,1200,稍
2023103528,ツルノマイハシ,2026-07-04,函館,7,3歳以上1勝クラス,10,1,1,3.7,2,4,佐々木大,53,芝,1200,良
2023103528,ツルノマイハシ,2026-06-21,函館,7,3歳以上1勝クラス,11,6,6,14.2,5,2,佐々木大,53,芝,1200,良
2023103528,ツルノマイハシ,2026-05-09,新潟,9,ゆきつばき賞(1勝クラス),14,3,4,19.9,8,7,西塚洸二,55,芝,1200,良
2023103528,ツルノマイハシ,2026-04-12,福島,2,3歳未勝利,16,5,10,5.2,2,1,丹内祐次,55,芝,1200,良
2023103528,ツルノマイハシ,2025-12-28,中山,3,2歳未勝利,16,6,11,9.6,4,6,戸崎圭太,55,芝,1200,良
2023103528,ツルノマイハシ,2025-12-14,中山,2,2歳未勝利,16,3,6,14.2,4,3,岩田望来,55,芝,1200,良
2023103528,ツルノマイハシ,2025-11-16,東京,3,2歳未勝利,18,6,12,207.1,13,5,西塚洸二,54,芝,1400,良
2023103528,ツルノマイハシ,2025-09-28,中山,9,サフラン賞(1勝クラス),8,6,6,180.4,8,8,佐々木大,55,芝,1600,良
2023103528,ツルノマイハシ,2025-09-14,中山,5,2歳新馬,10,8,10,49.0,7,6,原優介,55,芝,1800,良
2021102312,ストレイトアスク,2026-08-15,札幌,10,知床特別(2勝クラス),16,7,14,9.3,2,3,北村友一,56,芝,1200,良
2021102312,ストレイトアスク,2026-07-04,函館,7,3歳以上1勝クラス,10,8,10,12.6,4,1,小林美駒,53,芝,1200,良
2021102312,ストレイトアスク,2026-06-28,函館,8,3歳以上1勝クラス,13,2,2,26.1,7,4,小林美駒,53,芝,1200,良
2021102312,ストレイトアスク,2026-05-03,新潟,7,4歳以上1勝クラス,16,2,4,13.8,6,14,和田陽希,53,芝,1400,良
2021102312,ストレイトアスク,2025-12-14,中京,12,3歳以上1勝クラス,16,5,10,23.5,9,7,河原田菜,52,芝,1600,稍
2021102312,ストレイトアスク,2025-10-25,新潟,12,3歳以上1勝クラス,17,8,16,9.3,5,15,西塚洸二,55,芝,1400,良
2021102312,ストレイトアスク,2025-10-04,京都,7,3歳以上1勝クラス,18,1,2,18.8,7,2,河原田菜,52,芝,1200,重
2021102312,ストレイトアスク,2025-09-07,札幌,8,3歳以上1勝クラス,16,6,11,51.4,10,4,荻野琢真,56,芝,1200,稍
2021102312,ストレイトアスク,2025-08-10,札幌,7,3歳以上1勝クラス,15,8,15,9.5,6,7,小林美駒,53,芝,1200,良
2021102312,ストレイトアスク,2025-06-22,函館,8,3歳以上1勝クラス,11,8,11,29.7,8,3,小林美駒,52,芝,1200,重
2021102312,ストレイトアスク,2025-02-02,京都,12,4歳以上1勝クラス,17,5,9,15.6,7,17,戸崎圭太,56,芝,1400,稍
2021102312,ストレイトアスク,2025-01-12,中京,12,4歳以上1勝クラス,18,5,9,14.7,6,9,小沢大仁,54,芝,1400,良
2021102312,ストレイトアスク,2024-10-06,新潟,7,3歳以上1勝クラス,18,4,7,8.5,3,9,西塚洸二,53,芝,1400,良
2021102312,ストレイトアスク,2024-09-16,中京,8,3歳以上1勝クラス,18,8,16,11.3,5,5,西塚洸二,53,芝,1400,良
2021102312,ストレイトアスク,2024-08-24,中京,12,3歳以上1勝クラス,18,5,10,16.9,10,13,西塚洸二,52,芝,1400,良
2021102312,ストレイトアスク,2024-05-05,京都,10,橘S(L),10,6,7,,,取,西塚洸二,55,芝,1400,良
2021102312,ストレイトアスク,2024-03-23,中京,2,3歳未勝利,18,4,7,10.1,5,1,西塚洸二,53,芝,1400,重
2021102312,ストレイトアスク,2024-03-10,中京,3,3歳未勝利,18,5,9,72.2,11,2,西塚洸二,53,芝,1400,良
2021102312,ストレイトアスク,2023-10-21,京都,4,2歳新馬,18,2,3,7.0,5,18,藤岡佑介,55,芝,1400,良
2020106987,スムースベルベット,2026-08-15,札幌,10,知床特別(2勝クラス),16,3,5,14.9,6,4,黛弘人,56,芝,1200,良
2020106987,スムースベルベット,2026-06-20,函館,11,STV杯(2勝クラス),16,5,9,33.8,10,8,長浜鴻緒,56,芝,1200,良
2020106987,スムースベルベット,2026-05-03,東京,12,4歳以上2勝クラス,13,1,1,63.6,11,8,柴田大知,56,ダ,1300,稍
2020106987,スムースベルベット,2026-04-18,中山,9,袖ケ浦特別(2勝クラス),12,7,9,12.7,5,7,嶋田純次,56,芝,1200,良
2020106987,スムースベルベット,2026-03-08,中山,12,4歳以上2勝クラス,16,5,10,18.2,8,8,嶋田純次,56,芝,1200,良
2020106987,スムースベルベット,2026-02-15,小倉,10,大濠特別(2勝クラス),18,7,13,10.5,5,7,嶋田純次,54,芝,1200,稍
2020106987,スムースベルベット,2026-01-17,中山,12,4歳以上2勝クラス,16,1,2,23.0,10,3,嶋田純次,56,芝,1200,良
2020106987,スムースベルベット,2025-12-27,中山,9,ベストウィッシュC(2勝クラス),16,8,15,295.3,14,2,嶋田純次,56,芝,1200,良
2020106987,スムースベルベット,2025-11-09,東京,8,3歳以上2勝クラス,16,7,13,97.9,14,12,松岡正海,56,ダ,1300,稍
2020106987,スムースベルベット,2025-08-16,札幌,10,知床特別(2勝クラス),13,4,4,62.5,10,9,黛弘人,56,芝,1200,良
2020106987,スムースベルベット,2025-08-03,札幌,10,苫小牧特別(2勝クラス),13,1,1,202.0,13,9,黛弘人,56,芝,1200,良
2020106987,スムースベルベット,2024-12-21,中山,12,クリスマスC(2勝クラス),16,8,15,68.7,11,14,嶋田純次,56,芝,1200,良
2020106987,スムースベルベット,2024-08-04,札幌,10,札幌スポニチ賞(2勝クラス),16,2,3,16.5,8,16,黛弘人,56,芝,1200,稍
2020106987,スムースベルベット,2024-06-30,函館,10,立待岬特別(2勝クラス),15,2,3,19.1,10,5,黛弘人,56,芝,1200,良
2020106987,スムースベルベット,2024-04-21,福島,11,福島中央テレビ杯(2勝クラス),16,8,15,14.3,7,16,杉原誠人,56,芝,1200,良
2020106987,スムースベルベット,2024-04-13,中山,8,4歳以上2勝クラス,12,5,5,3.1,2,11,内田博幸,56,芝,1200,良
2020106987,スムースベルベット,2024-03-09,中山,12,4歳以上2勝クラス,13,8,13,11.4,5,2,内田博幸,56,芝,1200,稍
2020106987,スムースベルベット,2024-02-10,小倉,10,大濠特別(2勝クラス),14,8,13,5.3,3,7,佐々木大,55,芝,1200,良
2020106987,スムースベルベット,2024-01-13,中山,12,4歳以上2勝クラス,15,1,1,17.9,8,2,内田博幸,56,芝,1200,良
2020106987,スムースベルベット,2023-11-19,東京,12,3歳以上2勝クラス,18,6,11,123.3,15,7,内田博幸,55,芝,1400,良
2020106987,スムースベルベット,2023-09-30,中山,10,勝浦特別(2勝クラス),16,5,10,27.0,9,14,内田博幸,54,芝,1200,良
2020106987,スムースベルベット,2023-07-23,福島,12,3歳以上1勝クラス,13,3,4,10.9,5,1,内田博幸,53,芝,1200,良
2020106987,スムースベルベット,2023-07-15,福島,8,3歳以上1勝クラス,14,1,1,4.5,2,7,嶋田純次,53,芝,1200,稍
2020106987,スムースベルベット,2023-04-15,福島,9,雪うさぎ賞(1勝クラス),16,5,10,5.5,2,5,黛弘人,54,芝,1200,稍
2020106987,スムースベルベット,2023-03-25,中山,5,3歳1勝クラス,11,3,3,6.3,3,2,嶋田純次,54,芝,1200,不
2020106987,スムースベルベット,2023-03-12,中山,11,アネモネS(L),16,6,11,126.8,12,12,嶋田純次,54,芝,1600,良
2020106987,スムースベルベット,2023-01-28,東京,10,クロッカスS(L),10,8,9,34.9,8,5,嶋田純次,54,芝,1400,良
2020106987,スムースベルベット,2023-01-08,中山,9,朱竹賞(1勝クラス),12,5,6,7.7,4,5,嶋田純次,54,芝,1200,良
2020106987,スムースベルベット,2022-12-17,中京,9,報知杯中京2歳S(OP),10,4,4,108.4,9,5,嶋田純次,54,芝,1200,良
2020106987,スムースベルベット,2022-08-06,新潟,9,ダリア賞(OP),11,3,3,41.8,9,5,嶋田純次,54,芝,1400,良
2020106987,スムースベルベット,2022-07-17,福島,2,2歳未勝利,11,7,9,7.5,4,1,嶋田純次,54,芝,1200,稍
2020106987,スムースベルベット,2022-07-02,福島,6,2歳新馬,12,5,6,3.2,2,7,嶋田純次,54,ダ,1150,良
2022102421,ビービーエフォート,2026-08-22,札幌,10,オールスターJ第1戦(2勝クラス),14,4,5,6.0,3,2,ロイド,56,芝,1200,良
2022102421,ビービーエフォート,2026-06-20,東京,10,相模湖特別(2勝クラス),14,7,11,69.1,10,6,三浦皇成,56,芝,1400,稍
2022102421,ビービーエフォート,2026-05-23,新潟,11,大日岳特別(2勝クラス),16,8,15,5.9,3,5,丹内祐次,56,芝,1200,稍
2022102421,ビービーエフォート,2026-03-29,中山,12,4歳以上2勝クラス,11,7,9,3.6,2,2,横山武史,56,芝,1200,良
2022102421,ビービーエフォート,2026-03-08,中山,12,4歳以上2勝クラス,16,3,5,26.9,9,3,横山武史,56,芝,1200,良
2022102421,ビービーエフォート,2025-10-26,京都,8,壬生特別(2勝クラス),14,7,11,10.0,5,12,武豊,55,芝,1200,稍
2022102421,ビービーエフォート,2025-10-05,京都,12,3歳以上2勝クラス,16,3,6,20.1,8,7,西塚洸二,54,芝,1200,稍
2022102421,ビービーエフォート,2025-08-03,新潟,12,3歳以上1勝クラス,12,4,4,2.8,1,1,遠藤汰月,51,芝,1200,良
2022102421,ビービーエフォート,2025-07-13,福島,7,3歳以上1勝クラス,15,6,10,4.2,2,3,遠藤汰月,50,芝,1200,良
2022102421,ビービーエフォート,2025-03-30,中京,5,3歳未勝利,18,6,11,17.3,6,1,横山武史,55,芝,1200,良
2022102421,ビービーエフォート,2025-03-01,小倉,2,3歳未勝利,18,8,16,26.9,7,5,丹内祐次,55,芝,1200,良
2022106351,ベビーズブレス,2026-08-15,札幌,10,知床特別(2勝クラス),16,7,13,41.2,12,5,荻野琢真,56,芝,1200,良
2022106351,ベビーズブレス,2026-08-02,札幌,12,苫小牧特別(2勝クラス),14,5,8,15.5,8,10,西村淳也,56,芝,1200,良
2022106351,ベビーズブレス,2026-07-05,函館,9,立待岬特別(2勝クラス),16,6,11,11.9,5,6,武豊,56,芝,1200,良
2022106351,ベビーズブレス,2026-06-14,函館,11,函館日刊スポーツ杯(2勝クラス),16,8,15,17.7,7,5,舟山瑠泉,56,芝,1200,良
2022106351,ベビーズブレス,2026-03-14,阪神,9,讃岐特別(2勝クラス),15,6,10,36.6,11,14,武豊,56,芝,1200,良
2022106351,ベビーズブレス,2026-02-15,小倉,10,大濠特別(2勝クラス),18,3,6,24.3,9,16,松本大輝,54,芝,1200,稍
2022106351,ベビーズブレス,2025-11-29,京都,12,3歳以上2勝クラス,16,7,13,14.0,6,7,武豊,55,芝,1200,良
2022106351,ベビーズブレス,2025-09-06,札幌,10,札幌スポニチ賞(2勝クラス),16,8,15,4.5,2,5,丹内祐次,54,芝,1200,良
2022106351,ベビーズブレス,2025-08-31,札幌,10,HBC賞(2勝クラス),16,2,3,5.3,3,2,武豊,53,芝,1200,稍
2022106351,ベビーズブレス,2025-07-05,函館,8,3歳以上1勝クラス,9,4,4,1.6,1,1,武豊,53,芝,1200,稍
2022106351,ベビーズブレス,2025-06-22,函館,1,3歳未勝利,15,1,1,2.6,1,1,武豊,55,芝,1200,重
2022106351,ベビーズブレス,2025-03-01,阪神,5,3歳未勝利,18,7,15,9.6,4,6,武豊,55,芝,1600,良
2022106351,ベビーズブレス,2025-02-10,京都,5,3歳未勝利,18,4,8,8.0,4,2,高杉吏麒,54,芝,1600,良
2022106351,ベビーズブレス,2024-11-23,京都,5,2歳新馬,11,7,8,35.5,8,2,西村淳也,55,芝,1600,良
2021102468,ブライティアダイヤ,2026-08-15,札幌,10,知床特別(2勝クラス),16,3,6,118.6,15,11,横山琉人,56,芝,1200,良
2021102468,ブライティアダイヤ,2026-04-11,福島,10,花見山特別(2勝クラス),16,5,10,127.9,16,11,大久保友,56,芝,1200,良
2021102468,ブライティアダイヤ,2025-12-14,阪神,12,甲東特別(2勝クラス),10,2,2,111.4,9,9,岩田康誠,56,芝,1600,良
2021102468,ブライティアダイヤ,2025-11-29,京都,12,3歳以上2勝クラス,16,6,11,110.6,13,11,岩田康誠,56,芝,1200,良
2021102468,ブライティアダイヤ,2025-09-06,札幌,10,札幌スポニチ賞(2勝クラス),16,8,16,20.2,8,9,佐々木大,56,芝,1200,良
2021102468,ブライティアダイヤ,2025-07-13,函館,12,3歳以上1勝クラス,8,8,8,21.3,6,1,佐々木大,56,芝,1200,良
2021102468,ブライティアダイヤ,2025-04-26,福島,7,4歳以上1勝クラス,15,1,1,74.2,13,2,横山琉人,55,芝,1200,良
2021102468,ブライティアダイヤ,2025-03-01,小倉,12,4歳以上1勝クラス,18,4,7,61.8,14,14,菊沢一樹,56,芝,1200,良
2021102468,ブライティアダイヤ,2025-02-08,小倉,12,4歳以上1勝クラス,18,7,14,37.6,13,13,菊沢一樹,56,芝,1200,稍
2021102468,ブライティアダイヤ,2024-11-17,福島,12,3歳以上1勝クラス,16,1,2,22.8,8,16,永島まな,53,芝,1200,良
2021102468,ブライティアダイヤ,2024-11-09,福島,6,3歳以上1勝クラス,16,8,15,9.1,6,5,永島まな,53,芝,1200,良
2021102468,ブライティアダイヤ,2024-09-01,札幌,4,3歳未勝利,16,2,4,21.2,9,1,永野猛蔵,55,芝,1200,稍
2021102468,ブライティアダイヤ,2024-08-24,札幌,6,3歳未勝利,14,3,4,14.8,6,4,永野猛蔵,55,芝,1500,良
