stem,race_id,距離,馬場種別,馬場,天候,頭数,レース名
2026-03-26_大井05R_3歳四五六(3歳五),202644032605,1400,ダ,不,曇,12,3歳四五六(3歳五)
2026-03-26_大井06R_3歳四五六(3歳五),202644032606,1200,ダ,不,曇,14,3歳四五六(3歳五)
2026-03-26_大井07R_B3四,202644032607,2000,ダ,不,曇,9,B3四
2026-03-26_大井08R_アフィニティ賞(C1),202644032608,1600,ダ,不,曇,7,アフィニティ賞(C1)
2026-03-26_大井09R_アザレア特別競走(3歳),202644032609,1800,ダ,不,曇,8,アザレア特別競走(3歳)
2026-03-26_大井10R_C1六七,202644032610,1200,ダ,不,曇,14,C1六七
2026-03-26_大井11R_隅田川オープン競走(4上),202644032611,1200,ダ,不,曇,13,隅田川オープン競走(4上)
2026-03-26_大井12R_スノードロップ賞競走(B2),202644032612,1650,ダ,不,曇,13,スノードロップ賞競走(B2)
2026-03-27_大井01R_3歳一二三(3歳二),202644032701,1600,ダ,不,晴,9,3歳一二三(3歳二)
2026-03-27_大井02R_3歳一二三(3歳二),202644032702,1200,ダ,不,晴,12,3歳一二三(3歳二)
2026-03-27_大井03R_C1二C2二(C1C2),202644032703,1000,ダ,不,晴,12,C1二C2二(C1C2)
2026-03-27_大井04R_C2四五六(C2五),202644032704,1600,ダ,重,晴,6,C2四五六(C2五)
2026-03-27_大井05R_C2四五六(C2五),202644032705,1400,ダ,重,晴,14,C2四五六(C2五)
2026-03-27_大井06R_C2四五六(C2五),202644032706,1200,ダ,重,晴,14,C2四五六(C2五)
2026-03-27_大井07R_つくし特別競走(3歳二),202644032707,1400,ダ,重,晴,8,つくし特別競走(3歳二)
2026-03-27_大井08R_パリジャン賞(C1四),202644032708,1400,ダ,重,晴,11,パリジャン賞(C1四)
2026-03-27_大井09R_八丈島フリージア賞(C1四),202644032709,1200,ダ,重,晴,11,八丈島フリージア賞(C1四)
2026-03-27_大井10R_春灯特別競走(C1四),202644032710,1600,ダ,重,晴,11,春灯特別競走(C1四)
2026-03-27_大井11R_ブラッドストーン賞競走(A2B1),202644032711,1600,ダ,重,晴,12,ブラッドストーン賞競走(A2B1)
2026-03-27_大井12R_桜坂賞競走(B3),202644032712,2000,ダ,重,晴,15,桜坂賞競走(B3)
2026-04-13_大井01R_C3六七,202644041301,1600,ダ,良,曇,13,C3六七
2026-04-13_大井02R_C3六七,202644041302,1200,ダ,良,曇,13,C3六七
2026-04-13_大井03R_3歳1415,202644041303,1400,ダ,良,曇,10,3歳1415
2026-04-13_大井04R_3歳1415,202644041304,1200,ダ,良,曇,10,3歳1415
2026-04-13_大井05R_3歳1213,202644041305,1400,ダ,良,曇,12,3歳1213
2026-04-13_大井06R_3歳1213,202644041306,1200,ダ,良,曇,11,3歳1213
2026-04-13_大井07R_クラシックチャレンジ競走(3歳),202644041307,1800,ダ,良,曇,11,クラシックチャレンジ競走(3歳)
2026-04-13_大井08R_ビアーグルト賞(C214),202644041308,1600,ダ,良,曇,12,ビアーグルト賞(C214)
2026-04-13_大井09R_プリマヴェーラ賞競走(B1),202644041309,1800,ダ,良,曇,12,プリマヴェーラ賞競走(B1)
2026-04-13_大井10R_C2131415(C214),202644041310,1400,ダ,良,曇,13,C2131415(C214)
2026-04-13_大井11R_木の芽坂賞競走(B3),202644041311,1600,ダ,良,曇,10,木の芽坂賞競走(B3)
2026-04-13_大井12R_C2131415(C214),202644041312,1200,ダ,良,曇,14,C2131415(C214)
2026-04-14_大井01R_3歳九十11(3歳十),202644041401,1600,ダ,良,晴,12,3歳九十11(3歳十)
2026-04-14_大井02R_3歳九十11(3歳十),202644041402,1400,ダ,良,晴,12,3歳九十11(3歳十)
2026-04-14_大井03R_3歳九十11(3歳十),202644041403,1200,ダ,良,晴,11,3歳九十11(3歳十)
2026-04-14_大井04R_C2十1112(C211),202644041404,1600,ダ,良,晴,12,C2十1112(C211)
2026-04-14_大井05R_C2十1112(C211),202644041405,1400,ダ,良,晴,14,C2十1112(C211)
2026-04-14_大井06R_C2十1112(C211),202644041406,1200,ダ,良,晴,10,C2十1112(C211)
2026-04-14_大井07R_C1二,202644041407,2000,ダ,良,晴,10,C1二
2026-04-14_大井08R_フラミンゴ・レディ賞(C1),202644041408,1600,ダ,良,晴,10,フラミンゴ・レディ賞(C1)
2026-04-14_大井09R_デネボラ特別競走(C1),202644041409,1400,ダ,良,晴,10,デネボラ特別競走(C1)
2026-04-14_大井10R_山王坂賞競走(B3),202644041410,1400,ダ,良,晴,9,山王坂賞競走(B3)
2026-04-14_大井11R_オメガ賞競走(B1B2),202644041411,1600,ダ,良,晴,11,オメガ賞競走(B1B2)
2026-04-14_大井12R_C1八九,202644041412,1200,ダ,良,晴,14,C1八九
2026-04-15_大井01R_C3四五,202644041501,1600,ダ,良,曇,14,C3四五
2026-04-15_大井02R_C3四五,202644041502,1200,ダ,良,曇,13,C3四五
2026-04-15_大井03R_3歳六七八(3歳七),202644041503,1600,ダ,良,曇,10,3歳六七八(3歳七)
2026-04-15_大井04R_3歳六七八(3歳七),202644041504,1400,ダ,良,曇,10,3歳六七八(3歳七)
2026-04-15_大井05R_3歳六七八(3歳七),202644041505,1200,ダ,良,曇,14,3歳六七八(3歳七)
2026-04-15_大井06R_きりん座特別競走(C2),202644041506,1800,ダ,良,曇,10,きりん座特別競走(C2)
2026-04-15_大井07R_C1六七,202644041507,1600,ダ,良,曇,12,C1六七
2026-04-15_大井08R_オレンジ・ブロッサム賞(C2),202644041508,2400,ダ,良,曇,11,オレンジ・ブロッサム賞(C2)
2026-04-15_大井09R_スターゲイザー賞(B3),202644041509,1800,ダ,良,雨,9,スターゲイザー賞(B3)
2026-04-15_大井10R_C1六七,202644041510,1200,ダ,良,雨,14,C1六七
2026-04-15_大井11R_東京スプリント,202644041511,1200,ダ,良,雨,15,東京スプリント
2026-04-15_大井12R_東風賞競走(B2),202644041512,1200,ダ,良,雨,16,東風賞競走(B2)
2026-04-16_大井01R_C3一二三(C3二),202644041601,1600,ダ,不,晴,14,C3一二三(C3二)
2026-04-16_大井02R_C3一二三(C3二),202644041602,1400,ダ,不,晴,11,C3一二三(C3二)
2026-04-16_大井03R_C3一二三(C3二),202644041603,1200,ダ,不,晴,11,C3一二三(C3二)
2026-04-16_大井04R_C2七八九(C2八),202644041604,1600,ダ,不,晴,11,C2七八九(C2八)
2026-04-16_大井05R_C2七八九(C2八),202644041605,1400,ダ,不,晴,14,C2七八九(C2八)
2026-04-16_大井06R_C2七八九(C2八),202644041606,1200,ダ,不,晴,14,C2七八九(C2八)
2026-04-16_大井07R_C1三四五(C1四),202644041607,1600,ダ,不,晴,11,C1三四五(C1四)
2026-04-16_大井08R_キューバン賞(C1四),202644041608,1400,ダ,不,晴,12,キューバン賞(C1四)
2026-04-16_大井09R_C1三四五(C1四),202644041609,1200,ダ,不,晴,16,C1三四五(C1四)
2026-04-16_大井10R_アーバンステージ卯月賞競走(B2B3),202644041610,1800,ダ,不,晴,14,アーバンステージ卯月賞競走(B2B3)
2026-04-16_大井11R_ブリリアントカップ競走,202644041611,1800,ダ,不,晴,16,ブリリアントカップ競走
2026-04-16_大井12R_かに座特別競走(C2),202644041612,1650,ダ,不,晴,10,かに座特別競走(C2)
2026-04-17_大井01R_C3選抜牝馬,202644041701,1400,ダ,重,晴,13,C3選抜牝馬
2026-04-17_大井02R_3歳四五,202644041702,1600,ダ,重,晴,11,3歳四五
2026-04-17_大井03R_3歳四五,202644041703,1200,ダ,重,晴,14,3歳四五
2026-04-17_大井04R_3歳一二三(3歳二),202644041704,1600,ダ,重,晴,7,3歳一二三(3歳二)
2026-04-17_大井05R_3歳一二三(3歳二),202644041705,1400,ダ,重,晴,10,3歳一二三(3歳二)
2026-04-17_大井06R_マーガレット特別競走(3歳二),202644041706,1200,ダ,重,晴,14,マーガレット特別競走(3歳二)
2026-04-17_大井07R_C2四五六(C2五),202644041707,1600,ダ,重,晴,10,C2四五六(C2五)
2026-04-17_大井08R_バンブー賞(C2五),202644041708,1400,ダ,重,晴,14,バンブー賞(C2五)
2026-04-17_大井09R_C2四五六(C2五),202644041709,1200,ダ,重,晴,14,C2四五六(C2五)
2026-04-17_大井10R_北極星特別競走(C1),202644041710,2000,ダ,重,晴,13,北極星特別競走(C1)
2026-04-17_大井11R_エイプリル賞競走(A2B1),202644041711,1400,ダ,重,晴,12,エイプリル賞競走(A2B1)
2026-04-17_大井12R_臼田坂賞競走(B3),202644041712,1200,ダ,重,晴,14,臼田坂賞競走(B3)
2026-04-27_大井01R_C3六七,202644042701,1600,ダ,不,曇,14,C3六七
2026-04-27_大井02R_C3六七,202644042702,1200,ダ,不,曇,14,C3六七
2026-04-27_大井03R_3歳選抜牝馬,202644042703,1200,ダ,不,雨,11,3歳選抜牝馬
2026-04-27_大井04R_3歳121314(3歳13),202644042704,1600,ダ,不,雨,11,3歳121314(3歳13)
2026-04-27_大井05R_3歳121314(3歳13),202644042705,1400,ダ,不,雨,10,3歳121314(3歳13)
2026-04-27_大井06R_3歳121314(3歳13),202644042706,1200,ダ,不,雨,14,3歳121314(3歳13)
2026-04-27_大井07R_C2121314(C213),202644042707,1600,ダ,不,雨,11,C2121314(C213)
2026-04-27_大井08R_ラスティ・ネイル賞(C213),202644042708,1400,ダ,不,雨,14,ラスティ・ネイル賞(C213)
2026-04-27_大井09R_C2121314(C213),202644042709,1200,ダ,不,曇,13,C2121314(C213)
2026-04-27_大井10R_こじし座特別競走(C2),202644042710,2000,ダ,不,曇,15,こじし座特別競走(C2)
2026-04-27_大井11R_神楽坂賞競走(B3),202644042711,1400,ダ,不,曇,16,神楽坂賞競走(B3)
2026-04-27_大井12R_行人坂賞競走(B3),202644042712,1600,ダ,不,曇,15,行人坂賞競走(B3)
2026-04-28_大井01R_C3四五,202644042801,1600,ダ,不,晴,11,C3四五
2026-04-28_大井02R_C3四五,202644042802,1200,ダ,不,晴,14,C3四五
2026-04-28_大井03R_3歳九十11(3歳十),202644042803,1600,ダ,不,晴,14,3歳九十11(3歳十)
2026-04-28_大井04R_3歳九十11(3歳十),202644042804,1400,ダ,不,晴,12,3歳九十11(3歳十)
2026-04-28_大井05R_3歳九十11(3歳十),202644042805,1200,ダ,不,晴,14,3歳九十11(3歳十)
2026-04-28_大井06R_C2十11,202644042806,1600,ダ,不,晴,10,C2十11
2026-04-28_大井07R_C2十11,202644042807,1200,ダ,不,晴,14,C2十11
2026-04-28_大井08R_コープス・リバイバー賞(C1),202644042808,1600,ダ,不,晴,8,コープス・リバイバー賞(C1)
2026-04-28_大井09R_カーネーション特別競走(C2),202644042809,1400,ダ,不,晴,10,カーネーション特別競走(C2)
2026-04-28_大井10R_ケンタウルス賞競走(B2),202644042810,1600,ダ,不,晴,9,ケンタウルス賞競走(B2)
2026-04-28_大井11R_神田川オープン競走(4上),202644042811,1400,ダ,不,晴,16,神田川オープン競走(4上)
2026-04-28_大井12R_C1九十,202644042812,1200,ダ,不,晴,14,C1九十
2026-04-29_大井01R_C3二三,202644042901,1600,ダ,稍,曇,9,C3二三
2026-04-29_大井02R_C3二三,202644042902,1200,ダ,稍,曇,13,C3二三
2026-04-29_大井03R_C2七八九(C2八),202644042903,1600,ダ,稍,曇,13,C2七八九(C2八)
2026-04-29_大井04R_C2七八九(C2八),202644042904,1400,ダ,稍,曇,12,C2七八九(C2八)
2026-04-29_大井05R_C2七八九(C2八),202644042905,1200,ダ,稍,曇,11,C2七八九(C2八)
2026-04-29_大井06R_C1六七八(C1七),202644042906,1600,ダ,稍,曇,13,C1六七八(C1七)
2026-04-29_大井07R_日本橋賞競走(A2B1),202644042907,1200,ダ,稍,曇,8,日本橋賞競走(A2B1)
2026-04-29_大井08R_シャムロック賞(C1七),202644042908,1400,ダ,稍,曇,14,シャムロック賞(C1七)
2026-04-29_大井09R_C1六七八(C1七),202644042909,1200,ダ,稍,曇,14,C1六七八(C1七)
2026-04-29_大井10R_START!賞競走(C1),202644042910,1800,ダ,稍,曇,15,START!賞競走(C1)
2026-04-29_大井11R_羽田盃,202644042911,1800,ダ,稍,曇,14,羽田盃
2026-04-29_大井12R_伝兵衛坂賞競走(B3),202644042912,1200,ダ,稍,曇,16,伝兵衛坂賞競走(B3)
2026-04-30_大井01R_C3一,202644043001,1800,ダ,稍,曇,14,C3一
2026-04-30_大井02R_3歳六七八(3歳七),202644043002,1600,ダ,稍,曇,12,3歳六七八(3歳七)
2026-04-30_大井03R_3歳六七八(3歳七),202644043003,1400,ダ,稍,曇,10,3歳六七八(3歳七)
2026-04-30_大井04R_3歳六七八(3歳七),202644043004,1200,ダ,稍,曇,11,3歳六七八(3歳七)
2026-04-30_大井05R_C2五六,202644043005,1600,ダ,稍,曇,10,C2五六
2026-04-30_大井06R_C2五六,202644043006,1200,ダ,稍,曇,14,C2五六
2026-04-30_大井07R_C1三四五(C1四),202644043007,1600,ダ,稍,曇,13,C1三四五(C1四)
2026-04-30_大井08R_ツアリーヌ賞(C1四),202644043008,1400,ダ,稍,曇,10,ツアリーヌ賞(C1四)
2026-04-30_大井09R_C1三四五(C1四),202644043009,1200,ダ,稍,曇,14,C1三四五(C1四)
2026-04-30_大井10R_クリスタルナイト賞競走(A2),202644043010,2000,ダ,稍,曇,15,クリスタルナイト賞競走(A2)
2026-04-30_大井11R_東京プリンセス賞競走,202644043011,1800,ダ,稍,曇,11,東京プリンセス賞競走
2026-04-30_大井12R_トーラス特別競走(C1),202644043012,1650,ダ,稍,曇,14,トーラス特別競走(C1)
2026-05-01_大井01R_3歳四五,202644050101,1600,ダ,不,雨,10,3歳四五
2026-05-01_大井02R_3歳四五,202644050102,1200,ダ,不,曇,13,3歳四五
2026-05-01_大井03R_3歳一二三(3歳二),202644050103,1600,ダ,不,晴,10,3歳一二三(3歳二)
2026-05-01_大井04R_3歳一二三(3歳二),202644050104,1200,ダ,不,晴,8,3歳一二三(3歳二)
2026-05-01_大井05R_2歳新馬,202644050105,1000,ダ,不,晴,5,2歳新馬
2026-05-01_大井06R_C2二三四(C2三),202644050106,1600,ダ,不,晴,12,C2二三四(C2三)
2026-05-01_大井07R_C2二三四(C2三),202644050107,1400,ダ,不,晴,7,C2二三四(C2三)
2026-05-01_大井08R_ジン・バック賞(C2三),202644050108,1200,ダ,不,晴,10,ジン・バック賞(C2三)
2026-05-01_大井09R_あおば特別競走(3歳二),202644050109,1400,ダ,不,晴,7,あおば特別競走(3歳二)
2026-05-01_大井10R_権現坂賞競走(B3),202644050110,2000,ダ,不,晴,10,権現坂賞競走(B3)
2026-05-01_大井11R_春風賞競走(B1B2),202644050111,1400,ダ,不,晴,11,春風賞競走(B1B2)
2026-05-01_大井12R_スピカ賞競走(B2),202644050112,1200,ダ,不,晴,16,スピカ賞競走(B2)
2026-05-18_大井01R_3歳1112,202644051801,1400,ダ,良,晴,12,3歳1112
2026-05-18_大井02R_3歳1112,202644051802,1200,ダ,良,晴,14,3歳1112
2026-05-18_大井03R_2歳新馬,202644051803,1400,ダ,良,晴,7,2歳新馬
2026-05-18_大井04R_2歳新馬,202644051804,1200,ダ,良,晴,7,2歳新馬
2026-05-18_大井05R_C2111213(C212),202644051805,1600,ダ,良,晴,12,C2111213(C212)
2026-05-18_大井06R_C2111213(C212),202644051806,1400,ダ,良,晴,14,C2111213(C212)
2026-05-18_大井07R_C2111213(C212),202644051807,1200,ダ,良,晴,13,C2111213(C212)
2026-05-18_大井08R_アフター・ディナー賞(C1),202644051808,1600,ダ,良,晴,13,アフター・ディナー賞(C1)
2026-05-18_大井09R_東京ダービーチャレンジ競走(3歳),202644051809,2000,ダ,良,晴,7,東京ダービーチャレンジ競走(3歳)
2026-05-18_大井10R_C1八九,202644051810,1200,ダ,良,晴,9,C1八九
2026-05-18_大井11R_赤坂賞競走(B3),202644051811,1800,ダ,良,晴,11,赤坂賞競走(B3)
2026-05-18_大井12R_クレマチス特別競走(C1),202644051812,1200,ダ,良,晴,15,クレマチス特別競走(C1)
2026-05-19_大井01R_C3四五六(C3五),202644051901,1600,ダ,良,晴,14,C3四五六(C3五)
2026-05-19_大井02R_C3四五六(C3五),202644051902,1400,ダ,良,晴,12,C3四五六(C3五)
2026-05-19_大井03R_C3四五六(C3五),202644051903,1200,ダ,良,晴,12,C3四五六(C3五)
2026-05-19_大井04R_C2九十,202644051904,1600,ダ,良,晴,9,C2九十
2026-05-19_大井05R_C2九十,202644051905,1200,ダ,良,晴,14,C2九十
2026-05-19_大井06R_C1五六七(C1六),202644051906,1600,ダ,良,晴,14,C1五六七(C1六)
2026-05-19_大井07R_C1五六七(C1六),202644051907,1400,ダ,良,晴,10,C1五六七(C1六)
2026-05-19_大井08R_ポート・フリップ賞(C1六),202644051908,1200,ダ,良,晴,9,ポート・フリップ賞(C1六)
2026-05-19_大井09R_JAいちかわ賞(C2),202644051909,2400,ダ,良,晴,13,JAいちかわ賞(C2)
2026-05-19_大井10R_優駿スプリントトライアル競走(3歳),202644051910,1200,ダ,良,晴,13,優駿スプリントトライアル競走(3歳)
2026-05-19_大井11R_エメラルド賞競走(A2),202644051911,1600,ダ,良,晴,10,エメラルド賞競走(A2)
2026-05-19_大井12R_紀伊国坂賞競走(B3),202644051912,1200,ダ,良,晴,16,紀伊国坂賞競走(B3)
2026-05-20_大井01R_C3一二三(C3二),202644052001,1600,ダ,良,晴,13,C3一二三(C3二)
2026-05-20_大井02R_C3一二三(C3二),202644052002,1400,ダ,良,晴,11,C3一二三(C3二)
2026-05-20_大井03R_C3一二三(C3二),202644052003,1200,ダ,良,晴,14,C3一二三(C3二)
2026-05-20_大井04R_3歳九十,202644052004,1400,ダ,良,晴,14,3歳九十
2026-05-20_大井05R_3歳九十,202644052005,1200,ダ,良,晴,12,3歳九十
2026-05-20_大井06R_C2六七八(C2七),202644052006,1600,ダ,良,晴,12,C2六七八(C2七)
2026-05-20_大井07R_B1二,202644052007,1600,ダ,良,晴,9,B1二
2026-05-20_大井08R_ロバート・バーンズ賞(C2七),202644052008,1400,ダ,良,晴,11,ロバート・バーンズ賞(C2七)
2026-05-20_大井09R_りょうけん座特別競走(C1),202644052009,2000,ダ,良,晴,15,りょうけん座特別競走(C1)
2026-05-20_大井10R_ポートサイド賞(C2七),202644052010,1200,ダ,良,晴,12,ポートサイド賞(C2七)
2026-05-20_大井11R_大井記念競走,202644052011,2000,ダ,良,晴,16,大井記念競走
2026-05-20_大井12R_レグルス賞競走(B2),202644052012,1400,ダ,良,晴,14,レグルス賞競走(B2)
2026-05-21_大井01R_3歳六七八(3歳七),202644052101,1600,ダ,稍,雨,11,3歳六七八(3歳七)
2026-05-21_大井02R_3歳六七八(3歳七),202644052102,1400,ダ,稍,雨,14,3歳六七八(3歳七)
2026-05-21_大井03R_3歳六七八(3歳七),202644052103,1200,ダ,稍,雨,16,3歳六七八(3歳七)
2026-05-21_大井04R_3歳選抜牝馬,202644052104,1400,ダ,稍,雨,13,3歳選抜牝馬
2026-05-21_大井05R_C1二三四(C1三),202644052105,1600,ダ,稍,雨,14,C1二三四(C1三)
2026-05-21_大井06R_C1二三四(C1三),202644052106,1400,ダ,稍,雨,12,C1二三四(C1三)
2026-05-21_大井07R_C1二三四(C1三),202644052107,1200,ダ,稍,雨,11,C1二三四(C1三)
2026-05-21_大井08R_ジン・トニック賞(B2),202644052108,1400,ダ,稍,雨,10,ジン・トニック賞(B2)
2026-05-21_大井09R_白百合特別競走(C2),202644052109,1200,ダ,稍,雨,14,白百合特別競走(C2)
2026-05-21_大井10R_丸の内坂賞競走(B3),202644052110,1400,ダ,稍,雨,16,丸の内坂賞競走(B3)
2026-05-21_大井11R_’26メトロポリタンメイカップ競走(A2B1),202644052111,1200,ダ,稍,雨,13,’26メトロポリタンメイカップ競走(A2B1)
2026-05-21_大井12R_桂坂賞競走(B3),202644052112,1650,ダ,稍,雨,14,桂坂賞競走(B3)
2026-05-22_大井01R_3歳四五,202644052201,1600,ダ,不,曇,13,3歳四五
2026-05-22_大井02R_3歳四五,202644052202,1200,ダ,不,曇,15,3歳四五
2026-05-22_大井03R_3歳一二三(3歳二),202644052203,1400,ダ,不,曇,12,3歳一二三(3歳二)
2026-05-22_大井04R_3歳一二三(3歳二),202644052204,1200,ダ,不,曇,16,3歳一二三(3歳二)
2026-05-22_大井05R_C2三四五(C2四),202644052205,1600,ダ,不,曇,11,C2三四五(C2四)
2026-05-22_大井06R_C2三四五(C2四),202644052206,1400,ダ,不,曇,12,C2三四五(C2四)
2026-05-22_大井07R_プレアデス賞競走(B2B3),202644052207,1600,ダ,不,曇,10,プレアデス賞競走(B2B3)
2026-05-22_大井08R_ヘルメス賞(C2四),202644052208,1200,ダ,不,曇,13,ヘルメス賞(C2四)
2026-05-22_大井09R_うしかい座特別競走(C2),202644052209,1800,ダ,不,曇,10,うしかい座特別競走(C2)
2026-05-22_大井10R_牡丹特別競走(3歳二),202644052210,1600,ダ,不,曇,9,牡丹特別競走(3歳二)
2026-05-22_大井11R_サンケイスポーツ賞競走(B1B2),202644052211,2000,ダ,不,曇,12,サンケイスポーツ賞競走(B1B2)
2026-05-22_大井12R_錦華坂賞競走(B3),202644052212,1400,ダ,不,曇,15,錦華坂賞競走(B3)
2026-06-08_大井01R_C3五,202644060801,1200,ダ,不,曇,11,C3五
2026-06-08_大井02R_3歳選抜牝馬,202644060802,1200,ダ,不,曇,11,3歳選抜牝馬
2026-06-08_大井03R_2歳新馬,202644060803,1200,ダ,不,曇,6,2歳新馬
2026-06-08_大井04R_3歳1213,202644060804,1400,ダ,不,曇,10,3歳1213
2026-06-08_大井05R_3歳1213,202644060805,1200,ダ,不,曇,13,3歳1213
2026-06-08_大井06R_へび座特別競走(C1),202644060806,1800,ダ,不,曇,9,へび座特別競走(C1)
2026-06-08_大井07R_グラスホッパー賞(C213),202644060807,1600,ダ,不,曇,12,グラスホッパー賞(C213)
2026-06-08_大井08R_C2121314(C213),202644060808,1400,ダ,不,曇,12,C2121314(C213)
2026-06-08_大井09R_C2121314(C213),202644060809,1200,ダ,不,曇,12,C2121314(C213)
2026-06-08_大井10R_ウイングシート賞競走(A2B1),202644060810,1400,ダ,不,曇,9,ウイングシート賞競走(A2B1)
2026-06-08_大井11R_ゲンマ賞競走(B2),202644060811,1200,ダ,不,曇,16,ゲンマ賞競走(B2)
2026-06-09_大井01R_3歳十11,202644060901,1600,ダ,不,曇,9,3歳十11
2026-06-09_大井02R_3歳十11,202644060902,1200,ダ,不,曇,13,3歳十11
2026-06-09_大井03R_2歳一,202644060903,1200,ダ,不,曇,10,2歳一
2026-06-09_大井04R_C2九十11(C2十),202644060904,1600,ダ,不,曇,10,C2九十11(C2十)
2026-06-09_大井05R_C2九十11(C2十),202644060905,1400,ダ,不,曇,11,C2九十11(C2十)
2026-06-09_大井06R_C2九十11(C2十),202644060906,1200,ダ,不,曇,14,C2九十11(C2十)
2026-06-09_大井07R_C1八九,202644060907,1600,ダ,不,曇,14,C1八九
2026-06-09_大井08R_パナシェ賞(C1),202644060908,1200,ダ,不,曇,12,パナシェ賞(C1)
2026-06-09_大井09R_団子坂賞競走(B3),202644060909,1200,ダ,不,曇,14,団子坂賞競走(B3)
2026-06-09_大井10R_鼠坂賞競走(B3),202644060910,1400,ダ,不,曇,13,鼠坂賞競走(B3)
2026-06-09_大井11R_サンタアニタトロフィートライアル競走(A2),202644060911,1600,ダ,不,曇,14,サンタアニタトロフィートライアル競走(A2)
2026-06-09_大井12R_芒種特別競走(C1),202644060912,2400,ダ,不,曇,13,芒種特別競走(C1)
2026-06-10_大井01R_C3三四,202644061001,1600,ダ,重,曇,14,C3三四
2026-06-10_大井02R_C3三四,202644061002,1200,ダ,重,曇,14,C3三四
2026-06-10_大井03R_3歳七八九(3歳八),202644061003,1600,ダ,重,晴,11,3歳七八九(3歳八)
2026-06-10_大井04R_3歳七八九(3歳八),202644061004,1400,ダ,重,晴,14,3歳七八九(3歳八)
2026-06-10_大井05R_3歳七八九(3歳八),202644061005,1200,ダ,重,晴,13,3歳七八九(3歳八)
2026-06-10_大井06R_万緑特別競走(C2),202644061006,2000,ダ,重,晴,10,万緑特別競走(C2)
2026-06-10_大井07R_B3六,202644061007,1400,ダ,重,晴,11,B3六
2026-06-10_大井08R_クォーター・デック賞(C1),202644061008,1600,ダ,重,晴,12,クォーター・デック賞(C1)
2026-06-10_大井09R_C1六七,202644061009,1200,ダ,重,晴,14,C1六七
2026-06-10_大井10R_リキラリアット賞競走(B3),202644061010,1200,ダ,重,晴,14,リキラリアット賞競走(B3)
2026-06-10_大井11R_東京ダービー,202644061011,2000,ダ,重,晴,16,東京ダービー
2026-06-10_大井12R_BSイレブン賞競走(B3),202644061012,1600,ダ,重,晴,13,BSイレブン賞競走(B3)
2026-06-11_大井01R_C3一二,202644061101,1600,ダ,稍,晴,14,C3一二
2026-06-11_大井02R_C3一二,202644061102,1200,ダ,稍,晴,13,C3一二
2026-06-11_大井03R_3歳四五六(3歳五),202644061103,1600,ダ,稍,晴,9,3歳四五六(3歳五)
2026-06-11_大井04R_3歳四五六(3歳五),202644061104,1400,ダ,稍,晴,14,3歳四五六(3歳五)
2026-06-11_大井05R_3歳四五六(3歳五),202644061105,1200,ダ,稍,曇,14,3歳四五六(3歳五)
2026-06-11_大井06R_C2六七八(C2七),202644061106,1600,ダ,稍,曇,9,C2六七八(C2七)
2026-06-11_大井07R_夏木立賞競走(B2),202644061107,1800,ダ,稍,曇,11,夏木立賞競走(B2)
2026-06-11_大井08R_ストーン・フェンス賞(C2七),202644061108,1400,ダ,稍,曇,13,ストーン・フェンス賞(C2七)
2026-06-11_大井09R_C2六七八(C2七),202644061109,1200,ダ,稍,曇,14,C2六七八(C2七)
2026-06-11_大井10R_犬坂賞競走(B3),202644061110,1800,ダ,稍,曇,14,犬坂賞競走(B3)
2026-06-11_大井11R_ゆりかもめオープン競走(4上),202644061111,1200,ダ,稍,曇,12,ゆりかもめオープン競走(4上)
2026-06-11_大井12R_こと座特別競走(C2),202644061112,1650,ダ,稍,曇,11,こと座特別競走(C2)
2026-06-12_大井01R_3歳一二三(3歳二),202644061201,1600,ダ,稍,雨,10,3歳一二三(3歳二)
2026-06-12_大井02R_3歳一二三(3歳二),202644061202,1400,ダ,稍,雨,11,3歳一二三(3歳二)
2026-06-12_大井03R_3歳一二三(3歳二),202644061203,1200,ダ,稍,曇,12,3歳一二三(3歳二)
2026-06-12_大井04R_C2三四五(C2四),202644061204,1600,ダ,稍,晴,9,C2三四五(C2四)
2026-06-12_大井05R_C2三四五(C2四),202644061205,1400,ダ,稍,晴,14,C2三四五(C2四)
2026-06-12_大井06R_C2三四五(C2四),202644061206,1200,ダ,稍,晴,12,C2三四五(C2四)
2026-06-12_大井07R_キャンサー賞競走(B2),202644061207,1600,ダ,稍,曇,11,キャンサー賞競走(B2)
2026-06-12_大井08R_ジン・ライム賞(C1四),202644061208,1600,ダ,稍,曇,13,ジン・ライム賞(C1四)
2026-06-12_大井09R_印西市コスモス賞(C1四),202644061209,1200,ダ,稍,曇,14,印西市コスモス賞(C1四)
2026-06-12_大井10R_若竹賞競走(3歳),202644061210,1800,ダ,稍,曇,14,若竹賞競走(3歳)
2026-06-12_大井11R_スポーツ報知賞競走(B1),202644061211,1200,ダ,稍,曇,11,スポーツ報知賞競走(B1)
2026-06-12_大井12R_てんびん座特別競走(C1四),202644061212,1400,ダ,稍,曇,14,てんびん座特別競走(C1四)
2026-06-29_大井01R_3歳1112,202644062901,1400,ダ,不,曇,12,3歳1112
2026-06-29_大井02R_3歳1112,202644062902,1200,ダ,不,曇,14,3歳1112
2026-06-29_大井03R_2歳新馬,202644062903,1400,ダ,不,晴,8,2歳新馬
2026-06-29_大井04R_2歳新馬,202644062904,1200,ダ,不,晴,9,2歳新馬
